income_k,debt_ratio,credit_score,employment_years,existing_loans,home_ownership,marital_status,application_channel,approved
13.59,0.519,727.0,5.1,1,mortgage,married,web,approved
6.24,0.373,682.0,5.3,0,own,married,web,approved
29.83,0.312,624.0,5.9,2,rent,single,web,approved
13.35,0.437,575.0,9.7,4,mortgage,married,web,approved
25.83,0.544,757.0,11.8,0,rent,single,web,approved
39.23,0.34,701.0,7.9,2,rent,married,web,approved
23.57,0.663,604.0,3.5,0,own,married,partner,approved
32.51,0.127,690.0,2.0,2,rent,married,web,approved
4.31,0.393,610.0,7.3,0,mortgage,single,branch,approved
18.57,0.342,528.0,2.9,0,own,married,branch,approved
20.72,0.192,638.0,3.6,4,own,married,web,approved
34.24,0.067,608.0,5.8,3,mortgage,married,web,approved
23.13,0.407,698.0,13.5,3,rent,single,partner,approved
18.32,0.226,672.0,2.4,0,rent,single,web,approved
7.97,0.274,656.0,2.2,1,own,single,web,approved
14.23,0.436,642.0,5.0,1,own,married,web,approved
29.31,0.503,620.0,4.9,1,rent,single,branch,rejected
23.01,0.432,614.0,15.3,2,mortgage,married,partner,approved
19.91,0.645,729.0,12.4,0,mortgage,married,partner,approved
20.57,0.345,717.0,0.0,1,rent,single,branch,approved
8.65,0.371,738.0,0.0,1,rent,single,branch,approved
13.7,0.203,700.0,10.9,2,mortgage,married,web,approved
15.78,0.267,625.0,7.2,0,rent,married,web,approved
17.07,0.432,573.0,6.9,2,own,married,web,approved
27.01,0.526,531.0,9.6,1,mortgage,married,web,approved
31.38,0.27,636.0,14.2,2,own,married,web,approved
7.25,0.278,649.0,4.0,3,rent,single,web,approved
13.62,0.715,703.0,11.6,1,own,single,web,approved
31.78,0.443,621.0,7.3,4,rent,married,web,approved
31.97,0.68,475.0,0.0,1,rent,single,web,approved
16.55,0.329,550.0,6.0,3,rent,married,web,approved
16.09,0.393,647.0,8.8,1,mortgage,married,partner,approved
20.46,0.458,556.0,2.7,0,mortgage,married,partner,approved
29.91,0.137,654.0,7.4,0,rent,married,web,approved
22.15,0.158,672.0,0.0,4,mortgage,married,web,approved
15.25,0.707,706.0,4.2,1,mortgage,single,web,approved
16.9,0.573,596.0,6.2,0,rent,married,branch,approved
15.84,0.45,753.0,3.5,1,mortgage,single,partner,approved
15.78,0.376,516.0,9.4,0,own,single,web,approved
21.76,0.392,725.0,2.1,3,rent,single,branch,rejected
11.19,0.153,581.0,3.1,1,mortgage,single,web,approved
16.37,0.377,577.0,5.5,0,mortgage,married,web,approved
20.33,0.152,747.0,5.7,2,mortgage,married,branch,approved
15.36,0.306,530.0,7.0,0,rent,single,web,approved
18.62,0.476,568.0,4.3,3,rent,married,web,approved
18.8,0.364,621.0,6.8,3,rent,single,web,approved
16.36,0.462,722.0,8.6,3,mortgage,married,partner,approved
29.84,0.688,627.0,9.3,0,mortgage,single,partner,approved
31.57,0.2,545.0,4.9,4,mortgage,single,web,approved
27.51,0.305,527.0,8.8,1,own,married,web,rejected
27.03,0.028,503.0,4.5,0,rent,married,web,approved
19.08,0.027,820.0,5.5,2,own,married,branch,approved
8.92,0.31,614.0,10.6,0,mortgage,married,branch,approved
22.24,0.538,651.0,7.2,2,own,married,branch,approved
22.93,0.258,683.0,0.5,1,mortgage,married,web,approved
23.53,0.088,579.0,12.2,0,rent,married,branch,approved
20.5,0.286,654.0,0.0,3,mortgage,single,web,approved
21.38,0.23,568.0,6.4,0,rent,married,partner,approved
21.79,0.364,711.0,7.5,1,mortgage,married,branch,approved
29.93,0.514,573.0,9.6,0,own,single,web,approved
19.07,0.381,598.0,7.1,0,own,married,branch,approved
14.33,0.62,718.0,1.2,1,mortgage,single,web,approved
31.11,0.456,643.0,5.0,1,own,married,web,approved
32.96,0.512,640.0,8.6,1,own,single,web,approved
14.36,0.078,547.0,10.7,0,rent,single,branch,approved
21.98,0.159,745.0,10.2,3,mortgage,married,branch,approved
28.28,0.259,586.0,2.3,1,rent,married,web,approved
22.51,0.198,648.0,0.0,1,rent,married,branch,approved
9.31,0.28,666.0,9.3,0,mortgage,married,web,rejected
24.66,0.323,652.0,7.0,1,mortgage,married,web,approved
16.93,0.392,530.0,9.2,3,rent,married,web,rejected
28.68,0.02,527.0,5.6,1,mortgage,married,branch,approved
22.05,0.469,624.0,2.4,4,mortgage,married,web,approved
7.53,0.351,619.0,3.2,0,own,married,web,approved
6.62,0.557,677.0,5.2,2,mortgage,single,web,approved
20.39,0.301,621.0,1.8,4,rent,single,branch,approved
28.39,0.556,620.0,3.5,3,mortgage,married,partner,approved
9.67,0.203,711.0,0.0,1,mortgage,single,web,rejected
27.56,0.221,668.0,4.1,2,mortgage,single,web,approved
24.48,0.516,777.0,8.8,1,mortgage,married,web,approved
15.53,0.562,733.0,7.2,0,rent,married,branch,rejected
12.84,0.402,549.0,14.7,0,mortgage,single,web,rejected
11.46,0.312,770.0,8.2,1,own,married,web,approved
7.25,0.173,680.0,4.0,2,rent,married,branch,approved
21.5,0.261,648.0,10.4,2,mortgage,single,branch,approved
31.76,0.595,743.0,8.6,1,mortgage,single,web,approved
24.52,0.622,630.0,3.6,0,rent,married,web,approved
21.34,0.304,709.0,6.7,1,mortgage,single,web,approved
21.54,0.093,592.0,6.5,0,rent,single,partner,approved
3.0,0.232,538.0,8.6,1,mortgage,married,branch,rejected
19.86,0.174,652.0,5.5,1,mortgage,married,web,approved
17.95,0.489,620.0,1.7,1,rent,married,web,rejected
28.48,0.337,617.0,1.6,2,mortgage,single,web,approved
22.51,0.02,614.0,3.6,0,rent,married,web,approved
16.01,0.146,665.0,11.2,1,rent,single,web,approved
24.18,0.192,718.0,10.3,1,rent,married,web,approved
25.88,0.404,518.0,8.8,1,own,single,web,approved
33.32,0.101,675.0,0.0,0,rent,married,branch,approved
9.63,0.482,701.0,2.6,0,rent,single,branch,approved
10.17,0.333,657.0,3.5,1,own,married,branch,approved
16.1,0.579,647.0,16.7,1,rent,single,web,approved
15.23,0.259,675.0,10.0,0,mortgage,married,partner,approved
15.2,0.492,800.0,14.0,6,mortgage,single,branch,approved
14.24,0.23,650.0,5.1,0,rent,married,web,approved
21.44,0.174,653.0,13.8,1,mortgage,married,branch,approved
29.5,0.268,616.0,2.0,1,rent,single,web,rejected
22.53,0.588,753.0,11.5,1,rent,married,partner,approved
23.45,0.083,617.0,4.9,0,own,single,partner,approved
17.89,0.399,679.0,0.0,1,rent,single,branch,rejected
38.49,0.42,510.0,1.8,3,mortgage,single,partner,rejected
29.1,0.02,628.0,0.8,2,rent,married,partner,approved
16.31,0.514,745.0,0.5,1,rent,married,branch,approved
9.95,0.143,527.0,5.5,1,mortgage,married,web,approved
13.89,0.343,731.0,8.3,1,rent,married,web,approved
16.75,0.554,675.0,12.4,1,rent,single,web,approved
4.37,0.648,626.0,5.9,0,mortgage,single,branch,approved
34.33,0.378,646.0,3.8,1,rent,married,partner,approved
29.51,0.477,723.0,2.9,1,mortgage,single,web,approved
19.81,0.367,702.0,3.7,0,rent,single,branch,approved
10.85,0.192,676.0,2.5,1,mortgage,single,web,approved
11.05,0.576,703.0,4.1,0,rent,single,branch,approved
23.13,0.658,722.0,4.0,0,mortgage,married,branch,approved
21.88,0.402,658.0,7.7,2,own,married,branch,approved
13.44,0.432,776.0,4.5,2,mortgage,married,branch,approved
19.98,0.355,675.0,0.0,3,mortgage,married,branch,approved
19.05,0.41,622.0,8.5,3,rent,married,partner,approved
19.14,0.144,788.0,4.3,2,mortgage,single,web,approved
16.4,0.442,646.0,3.1,4,mortgage,married,web,approved
13.59,0.281,667.0,0.0,4,mortgage,married,branch,approved
36.67,0.118,506.0,0.4,1,rent,married,partner,rejected
10.32,0.37,739.0,7.7,2,rent,single,partner,approved
30.65,0.293,641.0,10.4,0,mortgage,single,branch,approved
29.55,0.217,645.0,7.5,0,mortgage,single,web,approved
12.48,0.405,556.0,9.2,0,own,married,web,approved
31.61,0.352,587.0,18.3,3,mortgage,single,branch,approved
8.07,0.193,594.0,7.3,1,mortgage,single,branch,approved
22.12,0.322,628.0,8.2,0,mortgage,single,branch,approved
20.04,0.445,670.0,0.0,2,mortgage,married,branch,approved
15.79,0.217,605.0,5.1,0,mortgage,married,web,approved
22.41,0.274,684.0,4.4,0,mortgage,married,branch,rejected
3.0,0.273,420.0,5.6,4,mortgage,married,partner,approved
15.84,0.355,687.0,7.4,1,mortgage,married,web,approved
3.45,0.454,588.0,10.9,2,mortgage,single,web,approved
20.35,0.02,664.0,6.0,2,rent,single,branch,approved
26.65,0.351,641.0,1.9,1,own,married,web,approved
13.61,0.242,617.0,0.8,1,rent,single,branch,approved
6.28,0.373,678.0,11.1,0,mortgage,single,branch,approved
30.41,0.364,511.0,5.3,2,own,married,partner,approved
23.11,0.382,751.0,15.4,0,rent,married,web,approved
14.57,0.358,692.0,9.4,0,mortgage,married,web,approved
12.77,0.121,655.0,5.0,2,own,married,branch,approved
21.72,0.134,650.0,11.8,1,own,married,web,approved
21.33,0.135,812.0,3.0,3,rent,single,branch,approved
22.93,0.38,653.0,3.2,3,own,single,web,approved
9.23,0.325,570.0,0.0,2,rent,married,branch,approved
18.58,0.379,765.0,9.2,2,mortgage,single,web,approved
17.5,0.183,645.0,4.4,2,rent,married,partner,approved
19.26,0.286,662.0,6.5,1,rent,single,branch,approved
14.85,0.182,602.0,9.0,2,mortgage,single,partner,approved
12.46,0.09,677.0,3.5,4,rent,married,web,approved
26.98,0.323,647.0,9.0,1,mortgage,single,web,approved
20.25,0.404,589.0,8.0,0,mortgage,married,web,approved
19.26,0.481,577.0,9.9,5,mortgage,married,partner,rejected
23.37,0.319,682.0,3.3,0,rent,single,web,approved
9.97,0.327,654.0,6.0,2,rent,married,partner,approved
23.98,0.605,651.0,7.0,0,rent,married,web,approved
17.76,0.37,640.0,16.7,1,rent,married,web,rejected
19.21,0.102,526.0,4.6,0,rent,married,branch,approved
15.59,0.112,618.0,6.2,3,own,married,branch,approved
27.88,0.402,517.0,10.0,1,own,married,web,approved
25.79,0.24,626.0,5.9,0,own,married,branch,approved
35.09,0.537,570.0,8.1,0,rent,single,branch,approved
10.64,0.32,703.0,5.4,2,own,single,web,approved
13.97,0.451,632.0,7.7,0,rent,married,branch,approved
17.86,0.411,651.0,13.7,0,rent,single,web,approved
29.81,0.42,637.0,11.3,1,rent,married,branch,approved
17.5,0.404,659.0,8.7,0,mortgage,married,web,approved
23.87,0.408,624.0,9.3,0,mortgage,married,branch,approved
3.0,0.216,636.0,0.0,1,mortgage,married,web,approved
31.71,0.168,519.0,7.6,3,mortgage,single,web,approved
30.06,0.363,535.0,2.2,0,rent,single,web,rejected
22.02,0.444,647.0,6.8,2,rent,married,branch,rejected
15.97,0.482,757.0,0.8,0,rent,married,partner,approved
12.36,0.4,704.0,7.7,3,mortgage,married,web,approved
22.87,0.279,684.0,5.9,1,rent,married,partner,approved
16.07,0.36,549.0,1.2,3,mortgage,married,web,approved
10.82,0.319,654.0,4.6,3,own,married,web,approved
22.58,0.351,639.0,7.4,1,rent,married,branch,approved
23.48,0.275,657.0,11.6,0,rent,single,web,approved
23.44,0.26,554.0,3.3,1,rent,married,branch,approved
3.0,0.342,677.0,8.5,0,mortgage,single,branch,approved
18.59,0.426,662.0,6.7,0,rent,single,web,approved
14.76,0.267,566.0,11.0,1,mortgage,single,web,approved
20.18,0.072,472.0,0.0,1,mortgage,married,partner,approved
25.81,0.27,759.0,14.4,0,own,married,branch,approved
19.84,0.455,735.0,4.7,0,rent,married,web,approved
20.52,0.377,588.0,7.3,3,own,single,web,rejected
12.1,0.364,484.0,4.1,2,rent,married,branch,approved
19.91,0.416,572.0,1.3,0,mortgage,married,branch,rejected
18.01,0.351,649.0,5.9,1,rent,married,branch,approved
28.22,0.711,574.0,9.8,2,mortgage,married,web,approved
26.26,0.524,732.0,2.6,1,own,single,web,approved
30.0,0.398,728.0,14.9,0,rent,single,web,approved
12.68,0.409,594.0,9.8,1,mortgage,married,web,approved
17.79,0.261,589.0,7.0,0,rent,married,web,approved
11.66,0.489,740.0,0.6,0,mortgage,single,web,approved
23.69,0.319,642.0,10.4,1,rent,single,branch,approved
25.22,0.433,681.0,4.9,4,rent,married,web,approved
28.5,0.339,719.0,11.3,1,rent,single,web,approved
18.07,0.447,612.0,11.0,3,mortgage,single,partner,approved
9.01,0.34,650.0,13.4,0,mortgage,married,branch,approved
31.68,0.136,678.0,5.9,2,rent,single,web,approved
17.5,0.594,696.0,4.8,1,own,married,branch,approved
40.0,0.22,633.0,5.3,1,rent,single,web,approved
22.83,0.562,658.0,7.6,2,mortgage,married,branch,approved
17.9,0.48,567.0,5.6,1,rent,single,branch,approved
30.86,0.341,562.0,0.0,0,own,single,partner,rejected
28.12,0.302,718.0,12.3,0,mortgage,single,web,approved
27.64,0.511,663.0,3.5,1,rent,married,branch,approved
20.5,0.078,570.0,5.8,0,rent,married,partner,approved
21.39,0.195,587.0,2.3,3,rent,married,branch,approved
25.22,0.3,668.0,4.2,2,rent,married,partner,approved
15.01,0.269,656.0,9.8,1,mortgage,married,web,approved
26.0,0.074,592.0,8.4,0,rent,single,web,approved
32.33,0.512,628.0,8.9,2,rent,single,web,approved
15.22,0.388,596.0,11.6,0,own,single,web,rejected
31.76,0.179,726.0,8.4,2,mortgage,married,web,approved
20.57,0.689,527.0,8.5,0,own,single,partner,rejected
14.46,0.226,587.0,8.7,0,mortgage,married,branch,approved
21.98,0.281,717.0,8.9,2,own,married,branch,approved
22.12,0.326,659.0,1.3,2,mortgage,single,web,approved
29.15,0.232,696.0,1.4,2,mortgage,single,web,approved
12.08,0.492,482.0,7.0,1,rent,married,web,approved
23.07,0.295,746.0,0.1,1,rent,single,web,approved
24.11,0.316,653.0,3.5,0,rent,single,web,approved
14.95,0.098,758.0,3.6,2,mortgage,single,partner,approved
22.78,0.42,663.0,5.2,3,mortgage,single,partner,approved
18.63,0.263,683.0,3.2,2,own,married,partner,approved
15.86,0.168,664.0,0.0,1,rent,married,branch,approved
22.18,0.3,773.0,4.9,1,own,married,partner,approved
22.79,0.396,719.0,6.5,2,own,married,web,approved
32.85,0.575,618.0,12.6,0,rent,single,branch,approved
27.24,0.339,803.0,8.9,1,rent,married,web,approved
21.16,0.26,630.0,12.3,1,mortgage,married,branch,approved
15.09,0.02,691.0,4.0,0,own,married,web,approved
25.58,0.535,594.0,4.3,2,rent,married,web,approved
27.63,0.302,587.0,7.1,2,mortgage,single,partner,approved
27.9,0.607,678.0,3.4,0,mortgage,single,web,approved
20.13,0.436,614.0,1.7,2,rent,single,partner,rejected
20.52,0.519,642.0,0.0,1,mortgage,married,web,approved
21.15,0.39,731.0,0.0,0,mortgage,single,branch,approved
15.18,0.218,623.0,6.1,1,rent,married,web,approved
23.32,0.282,561.0,8.3,0,rent,single,branch,approved
6.65,0.382,537.0,9.8,0,rent,married,web,rejected
17.56,0.321,621.0,11.8,2,rent,married,partner,approved
17.99,0.306,726.0,4.9,0,rent,married,partner,approved
11.21,0.647,588.0,13.4,0,mortgage,married,partner,approved
14.08,0.082,713.0,7.6,1,rent,single,branch,approved
17.24,0.238,611.0,9.5,1,own,single,branch,approved
23.79,0.455,557.0,10.8,1,mortgage,married,web,approved
23.46,0.551,696.0,8.2,1,mortgage,married,branch,approved
24.61,0.248,586.0,9.3,0,own,married,web,approved
14.83,0.262,722.0,12.7,2,rent,married,branch,approved
23.35,0.132,687.0,8.4,2,rent,married,web,approved
16.48,0.524,705.0,3.2,2,mortgage,single,web,approved
22.52,0.637,654.0,11.3,0,own,single,branch,approved
15.73,0.235,607.0,6.1,0,rent,single,web,approved
21.92,0.236,661.0,0.0,2,own,married,web,approved
26.9,0.346,570.0,5.6,0,rent,married,web,approved
24.44,0.158,698.0,9.9,4,rent,married,web,approved
25.01,0.443,530.0,8.6,0,mortgage,single,web,approved
27.24,0.263,612.0,10.7,2,own,single,branch,approved
20.13,0.473,611.0,2.5,3,rent,married,web,approved
17.03,0.323,666.0,11.3,2,mortgage,married,web,approved
28.98,0.358,541.0,1.8,2,own,married,branch,approved
21.62,0.346,652.0,3.6,1,rent,single,partner,rejected
14.22,0.2,635.0,6.8,2,rent,married,web,approved
12.3,0.463,711.0,4.0,1,own,married,web,approved
30.38,0.699,632.0,5.8,0,rent,married,branch,approved
3.08,0.86,579.0,0.0,0,rent,married,branch,rejected
20.45,0.209,638.0,8.3,2,mortgage,single,web,approved
24.57,0.404,630.0,1.5,1,rent,married,web,approved
15.35,0.287,698.0,7.1,3,mortgage,single,branch,approved
16.1,0.283,675.0,0.0,2,mortgage,married,web,approved
20.08,0.378,616.0,6.8,1,rent,single,web,approved
29.0,0.237,653.0,0.0,2,rent,single,partner,approved
29.38,0.355,679.0,6.7,2,own,single,web,approved
30.66,0.419,820.0,3.8,0,own,married,web,approved
18.05,0.391,501.0,4.1,0,own,married,web,rejected
23.01,0.469,582.0,11.9,2,rent,married,web,approved
15.5,0.217,583.0,9.8,0,mortgage,married,branch,approved
16.15,0.162,604.0,2.0,1,mortgage,married,web,approved
24.95,0.339,579.0,3.7,0,own,married,web,approved
14.54,0.349,688.0,7.7,4,rent,married,branch,approved
24.16,0.523,642.0,4.6,1,rent,married,partner,approved
33.18,0.765,731.0,3.8,1,rent,married,partner,approved
24.44,0.273,683.0,12.1,0,rent,married,branch,approved
17.48,0.178,668.0,6.3,4,mortgage,single,branch,approved
3.0,0.097,558.0,10.1,0,mortgage,married,web,approved
23.58,0.422,720.0,4.0,3,rent,single,web,approved
18.16,0.368,695.0,3.4,2,mortgage,single,web,approved
14.65,0.299,732.0,6.5,6,rent,single,branch,approved
23.49,0.449,694.0,0.0,2,mortgage,single,branch,rejected
29.38,0.075,692.0,9.3,2,rent,single,branch,approved
18.69,0.426,700.0,4.1,1,mortgage,married,partner,approved
26.56,0.327,675.0,1.7,0,mortgage,married,branch,approved
15.42,0.194,686.0,0.0,0,rent,married,web,approved
22.99,0.322,562.0,10.8,0,rent,married,partner,approved
18.91,0.334,529.0,10.0,0,mortgage,single,web,approved
20.61,0.217,730.0,12.6,0,own,single,branch,approved
16.85,0.246,623.0,2.9,0,mortgage,single,branch,rejected
16.77,0.154,664.0,3.6,5,mortgage,married,web,approved
14.31,0.485,650.0,0.0,2,own,married,web,approved
19.67,0.647,563.0,5.2,1,rent,single,web,rejected
24.18,0.369,678.0,2.9,0,rent,married,branch,approved
23.03,0.494,660.0,6.9,1,own,single,web,approved
31.21,0.379,655.0,6.1,2,rent,single,web,approved
24.72,0.352,650.0,5.6,3,mortgage,married,web,approved
24.41,0.539,721.0,9.3,3,own,single,web,approved
25.0,0.078,617.0,5.2,1,mortgage,single,partner,approved
21.52,0.533,702.0,7.1,1,rent,married,web,approved
12.84,0.468,614.0,6.5,2,mortgage,single,partner,approved
24.52,0.212,645.0,6.5,1,own,married,branch,approved
19.21,0.312,611.0,5.4,0,own,married,partner,approved
25.19,0.561,638.0,1.9,3,rent,single,web,approved
16.69,0.216,650.0,14.0,1,rent,married,branch,approved
20.15,0.301,799.0,4.2,0,mortgage,married,web,approved
15.6,0.349,653.0,0.0,1,mortgage,married,web,approved
16.95,0.327,651.0,10.2,1,rent,married,web,approved
18.64,0.385,599.0,12.5,3,rent,single,partner,approved
11.41,0.287,610.0,9.6,1,rent,single,web,rejected
21.66,0.302,768.0,9.9,2,mortgage,married,branch,approved
27.37,0.505,553.0,0.0,3,mortgage,married,web,approved
18.56,0.161,644.0,2.7,0,mortgage,married,partner,approved
17.4,0.861,671.0,6.5,1,rent,single,partner,rejected
25.85,0.055,620.0,6.2,2,mortgage,married,web,approved
22.41,0.401,730.0,4.7,4,mortgage,single,web,approved
38.33,0.178,572.0,13.4,0,own,single,web,approved
10.32,0.501,606.0,6.8,0,rent,married,partner,approved
7.37,0.309,610.0,2.7,1,mortgage,single,branch,approved
24.2,0.27,797.0,12.8,1,mortgage,single,web,approved
11.71,0.377,677.0,0.2,1,mortgage,single,web,rejected
17.44,0.258,667.0,4.4,0,rent,married,web,approved
13.11,0.4,727.0,5.1,0,mortgage,married,web,approved
23.3,0.372,505.0,8.4,0,rent,married,web,approved
18.07,0.233,559.0,5.1,2,mortgage,single,web,approved
21.62,0.039,528.0,0.5,3,rent,single,partner,approved
12.77,0.388,658.0,8.5,2,rent,single,web,approved
12.42,0.186,705.0,5.8,1,own,single,branch,approved
27.82,0.604,655.0,7.0,0,rent,married,web,approved
11.47,0.278,709.0,7.2,1,rent,married,branch,approved
23.08,0.508,513.0,5.2,0,rent,single,partner,approved
22.73,0.289,564.0,0.0,3,rent,single,web,approved
3.0,0.323,675.0,7.3,1,mortgage,single,web,approved
20.8,0.46,713.0,3.5,0,rent,married,web,approved
42.99,0.254,490.0,11.5,1,rent,married,branch,approved
15.31,0.462,619.0,12.8,1,rent,single,branch,approved
12.38,0.538,646.0,4.8,1,own,single,web,approved
19.25,0.519,655.0,8.4,1,mortgage,married,web,approved
28.09,0.29,663.0,4.2,2,rent,married,web,approved
31.56,0.463,776.0,0.0,1,mortgage,single,partner,approved
18.4,0.226,639.0,3.4,3,rent,single,web,rejected
25.04,0.348,627.0,10.2,0,mortgage,single,web,approved
28.94,0.292,619.0,7.0,2,rent,married,partner,approved
37.02,0.202,597.0,0.0,1,mortgage,married,branch,approved
16.94,0.353,597.0,13.5,1,rent,single,web,approved
32.81,0.05,603.0,7.6,2,own,married,web,approved
28.51,0.28,584.0,5.3,0,own,single,web,approved
26.82,0.288,691.0,4.4,3,own,married,branch,approved
20.04,0.384,590.0,4.3,0,own,single,branch,approved
12.64,0.367,638.0,9.0,5,rent,married,partner,approved
23.27,0.215,597.0,10.4,3,own,single,branch,approved
24.19,0.266,668.0,2.8,1,mortgage,single,web,approved
23.34,0.534,626.0,7.8,2,rent,single,branch,approved
21.61,0.247,566.0,9.0,1,mortgage,single,web,approved
26.27,0.484,673.0,0.0,1,mortgage,married,partner,approved
26.02,0.218,589.0,6.2,1,rent,married,web,approved
13.48,0.11,714.0,0.3,0,mortgage,single,branch,approved
8.19,0.544,592.0,8.7,1,own,single,web,approved
17.87,0.51,665.0,5.8,2,mortgage,single,branch,approved
14.71,0.257,710.0,4.6,4,mortgage,married,web,approved
16.89,0.355,650.0,5.8,0,mortgage,single,web,approved
19.85,0.046,687.0,8.7,1,rent,single,web,approved
12.74,0.302,632.0,5.5,3,rent,single,branch,approved
17.58,0.467,732.0,3.3,0,mortgage,married,web,approved
26.27,0.331,503.0,4.9,1,rent,married,web,approved
29.45,0.248,539.0,2.6,6,rent,single,branch,approved
13.67,0.473,585.0,0.0,3,mortgage,single,branch,rejected
39.1,0.507,643.0,7.6,2,rent,single,branch,approved
26.47,0.414,565.0,0.0,1,rent,single,web,approved
28.37,0.329,617.0,8.3,4,mortgage,married,branch,approved
23.08,0.219,606.0,0.0,5,rent,single,branch,approved
16.84,0.542,689.0,8.8,3,rent,married,partner,approved
22.31,0.312,768.0,3.5,1,rent,married,web,rejected
19.53,0.227,555.0,0.0,2,rent,single,web,approved
8.05,0.499,553.0,9.0,2,mortgage,single,partner,approved
13.38,0.554,639.0,7.2,2,rent,married,branch,approved
18.07,0.286,616.0,4.9,2,mortgage,married,partner,approved
19.63,0.407,571.0,12.2,2,mortgage,married,branch,approved
16.35,0.264,634.0,5.5,2,mortgage,single,web,approved
18.22,0.616,766.0,9.8,1,mortgage,married,partner,approved
13.05,0.241,644.0,5.5,0,rent,single,web,approved
35.8,0.116,596.0,1.9,1,mortgage,married,branch,approved
23.21,0.102,566.0,4.9,0,rent,single,web,approved
10.56,0.289,572.0,5.6,0,mortgage,married,branch,approved
34.29,0.457,589.0,10.2,0,rent,married,web,approved
25.12,0.281,499.0,5.9,0,mortgage,single,branch,approved
28.4,0.307,643.0,3.0,3,rent,married,branch,approved
19.8,0.595,548.0,12.1,5,rent,single,branch,approved
29.67,0.17,676.0,6.0,2,rent,single,web,approved
11.94,0.311,725.0,0.0,3,mortgage,married,web,rejected
22.33,0.321,597.0,7.7,1,rent,single,web,approved
17.23,0.13,619.0,9.7,0,rent,married,branch,approved
15.94,0.399,761.0,5.6,2,rent,single,branch,approved
19.4,0.194,779.0,8.5,4,mortgage,single,branch,approved
27.45,0.342,669.0,0.3,2,mortgage,single,branch,rejected
20.73,0.352,714.0,9.2,0,mortgage,married,web,approved
21.09,0.533,723.0,15.4,2,own,married,web,approved
25.18,0.389,631.0,9.1,0,mortgage,single,partner,approved
20.12,0.26,671.0,13.9,3,rent,married,web,approved
14.36,0.36,565.0,6.6,1,rent,single,partner,rejected
21.81,0.18,765.0,1.0,1,mortgage,single,web,approved
23.64,0.49,761.0,9.5,1,own,married,partner,approved
14.52,0.126,613.0,11.7,1,rent,single,web,approved
14.47,0.349,820.0,8.5,3,rent,married,web,approved
10.14,0.276,682.0,5.0,0,rent,single,web,approved
3.0,0.058,639.0,0.0,2,mortgage,single,branch,approved
20.07,0.044,627.0,12.0,3,mortgage,single,branch,approved
21.88,0.086,733.0,5.2,2,rent,single,web,approved
25.5,0.324,774.0,3.6,1,mortgage,married,web,approved
26.41,0.341,616.0,7.4,3,rent,single,partner,approved
13.93,0.506,769.0,6.5,2,mortgage,single,web,approved
17.53,0.362,687.0,10.3,1,mortgage,married,branch,approved
12.87,0.272,685.0,6.2,4,rent,single,partner,approved
16.47,0.433,502.0,5.2,1,mortgage,single,partner,rejected
12.58,0.265,756.0,3.4,0,mortgage,married,branch,approved
17.77,0.61,550.0,5.9,0,mortgage,married,branch,approved
36.35,0.522,638.0,4.9,2,rent,single,web,approved
10.59,0.508,696.0,2.6,1,rent,married,web,approved
22.13,0.331,646.0,8.6,1,rent,married,partner,approved
19.55,0.553,545.0,1.0,0,own,married,web,rejected
32.25,0.412,626.0,4.3,3,mortgage,single,partner,approved
14.5,0.327,655.0,0.3,1,own,single,web,approved
31.55,0.414,611.0,3.9,5,rent,married,branch,approved
19.72,0.324,667.0,3.1,3,rent,single,branch,approved
24.51,0.479,765.0,7.6,1,own,single,partner,approved
14.41,0.326,694.0,9.0,0,rent,married,branch,approved
11.69,0.407,640.0,6.7,3,mortgage,married,branch,approved
7.77,0.545,529.0,5.4,0,rent,married,partner,approved
15.05,0.522,483.0,4.2,2,rent,married,web,approved
12.32,0.427,724.0,1.6,3,mortgage,single,web,approved
31.62,0.125,630.0,5.1,1,own,married,web,approved
24.18,0.406,531.0,8.3,0,mortgage,married,web,approved
29.07,0.345,627.0,11.2,0,rent,married,web,approved
6.73,0.237,664.0,3.5,3,rent,married,branch,approved
27.22,0.283,741.0,4.7,1,mortgage,married,web,approved
20.64,0.256,591.0,8.0,1,rent,married,branch,rejected
15.49,0.313,678.0,0.6,0,rent,married,partner,approved
18.99,0.307,651.0,9.2,1,rent,single,web,approved
18.84,0.581,619.0,1.1,0,mortgage,married,web,rejected
26.95,0.329,723.0,6.0,2,rent,single,partner,approved
21.54,0.232,651.0,1.1,0,mortgage,single,web,approved
3.0,0.321,746.0,15.6,2,mortgage,single,branch,approved
11.15,0.388,679.0,2.4,1,mortgage,single,branch,approved
17.68,0.423,553.0,4.6,1,rent,married,web,approved
26.1,0.296,671.0,4.8,1,rent,married,web,approved
25.95,0.367,610.0,9.3,1,rent,single,partner,approved
25.54,0.212,820.0,6.5,2,rent,single,web,approved
8.57,0.197,646.0,12.4,1,mortgage,single,branch,approved
29.06,0.406,698.0,8.4,2,own,single,branch,approved
11.95,0.553,703.0,8.4,3,own,married,web,approved
27.45,0.22,580.0,0.2,2,rent,single,web,approved
35.41,0.485,692.0,14.0,2,mortgage,married,web,approved
24.68,0.494,647.0,6.4,0,mortgage,married,web,approved
30.52,0.36,562.0,5.8,2,rent,married,branch,approved
24.42,0.298,589.0,2.3,2,own,single,branch,approved
3.04,0.295,650.0,10.1,1,mortgage,single,branch,approved
26.71,0.228,545.0,14.9,1,own,married,web,approved
