hidden_segment,age,income_k,monthly_visits,avg_spend,online_ratio,coupon_usage,return_rate
digital,22.441,13.831,9.2486,99.2124,0.8488,0.0989,0.1013
digital,24.7501,21.7297,9.1033,165.5436,0.9231,0.2044,0.0822
family,28.2673,25.2683,9.5468,288.5617,0.4323,0.1363,0.0109
family,31.9694,23.9506,6.0621,376.1545,0.2082,0.4073,0.0784
digital,30.4672,9.0,9.5064,186.1295,0.5572,0.1383,0.0915
premium,29.5765,53.0116,4.7707,361.3323,0.3304,0.1246,0.091
digital,30.8794,16.4866,9.7539,198.0453,0.7657,0.1581,0.1334
family,32.3465,16.4059,9.0401,300.9853,0.3187,0.242,0.0514
family,30.9228,25.4595,8.3331,233.56,0.2999,0.3288,0.0352
price_sensitive,30.1297,7.3353,6.6514,142.7847,0.5029,0.4132,0.0876
family,33.8298,21.0708,5.4959,374.3631,0.2571,0.3436,0.0419
price_sensitive,42.5991,8.5697,7.5589,168.0736,0.3084,0.5577,0.1256
family,40.5281,16.7708,6.0959,327.0207,0.3175,0.2395,0.0714
family,35.9241,29.0646,7.4968,298.9896,0.1327,0.2581,0.0527
price_sensitive,33.5379,14.5247,6.3529,203.0571,0.331,0.6994,0.0802
digital,26.4357,10.2031,10.7153,154.2763,0.8507,0.2141,0.177
family,37.2513,9.2016,7.7726,223.3598,0.2753,0.195,0.0712
family,28.0623,22.9504,6.2336,310.9345,0.2896,0.0877,0.0379
digital,26.37,19.2464,8.1841,54.9227,0.7084,0.1755,0.0724
family,37.5202,25.3762,8.3844,336.8434,0.396,0.226,0.0801
digital,22.363,22.6849,11.2631,123.9752,0.5768,0.2147,0.1698
family,36.1662,27.5493,6.7334,276.989,0.3903,0.3289,0.0905
price_sensitive,32.0067,14.5247,5.8786,227.132,0.3671,0.5223,0.1367
family,32.5934,19.8001,7.2136,419.7803,0.21,0.464,0.0598
price_sensitive,18.1362,11.0831,8.7462,99.8285,0.4153,0.321,0.0908
price_sensitive,32.4229,14.1386,6.043,226.7981,0.4567,0.4946,0.0104
price_sensitive,45.3856,12.8888,3.44,182.5265,0.1917,0.0377,0.0529
digital,18.0,14.0176,6.3451,99.4392,0.6399,0.2364,0.0575
family,29.7573,18.36,6.7509,350.0606,0.1042,0.1878,0.002
digital,30.7782,18.9694,10.8416,138.721,0.902,0.2362,0.0648
family,40.5446,16.0932,12.3632,236.9871,0.3332,0.4089,0.0902
digital,28.5997,17.3043,7.7805,126.213,0.8069,0.0891,0.1168
premium,37.7691,37.5327,6.1824,466.9063,0.492,0.0624,0.0345
digital,19.4391,22.1989,11.685,77.1031,0.7653,0.1146,0.0392
price_sensitive,31.4846,12.5203,4.6853,124.9027,0.3669,0.4872,0.1433
digital,33.0955,13.3168,9.0796,248.9278,0.8425,0.2612,0.1318
premium,40.8477,45.8795,2.0902,400.1025,0.7256,0.156,0.0
price_sensitive,26.492,19.3591,4.9955,175.8753,0.2971,0.4428,0.0652
premium,41.5391,45.0175,4.8794,681.4514,0.5062,0.1478,0.0427
price_sensitive,27.9511,10.1388,3.5384,135.0932,0.368,0.5157,0.0873
premium,40.8695,25.3463,7.4277,373.7956,0.3748,0.1976,0.0233
price_sensitive,32.6759,11.8212,3.259,202.9152,0.3446,0.3486,0.1024
price_sensitive,39.4214,14.5041,7.0825,160.7756,0.3639,0.6351,0.1081
premium,40.77,36.6488,5.4835,619.1901,0.3901,0.1398,0.0502
premium,31.4989,31.9057,5.29,350.7998,0.1797,0.2744,0.0753
digital,25.0793,22.6769,10.1828,171.4999,0.6967,0.1053,0.0618
digital,28.326,26.6032,7.5929,189.6342,0.7849,0.1563,0.1345
digital,26.6471,19.0473,7.8803,213.8032,0.8624,0.0823,0.1467
digital,18.0,18.9115,12.9928,210.349,0.8298,0.0357,0.0742
digital,30.5776,13.9387,10.9412,195.2677,0.7938,0.0466,0.0026
premium,29.8207,42.659,2.6877,715.6408,0.664,0.0673,0.1705
digital,39.3202,15.2063,7.0104,161.7479,0.834,0.1012,0.1061
price_sensitive,18.0,13.2249,6.1129,112.854,0.4842,0.3664,0.0776
price_sensitive,20.3878,15.6574,6.0099,150.1319,0.3745,0.6369,0.0405
digital,22.7312,19.0379,7.6845,110.3806,0.79,0.0796,0.2146
price_sensitive,21.1628,10.6401,7.6173,118.7134,0.3916,0.4388,0.0557
price_sensitive,38.4654,8.3383,2.2288,110.4785,0.3978,0.5091,0.0878
price_sensitive,36.5767,8.6114,6.31,164.9334,0.379,0.5023,0.1828
premium,45.9214,39.2214,7.0653,492.2227,0.631,0.0291,0.0398
price_sensitive,25.0512,12.5601,8.0455,97.0222,0.4934,0.7729,0.1093
price_sensitive,26.4208,22.1104,3.9232,96.9648,0.3911,0.2902,0.0953
price_sensitive,27.1918,17.9184,8.5078,142.0442,0.5218,0.4013,0.1137
digital,26.6242,10.6873,10.2502,230.4134,0.797,0.2656,0.1802
price_sensitive,25.6522,15.809,4.2816,133.907,0.396,0.446,0.0984
price_sensitive,40.478,10.9888,8.2085,128.512,0.4512,0.1481,0.0726
digital,18.0,7.6431,8.9534,206.3938,0.7389,0.2881,0.0497
premium,44.1737,26.0978,7.0627,615.7234,0.3495,0.1524,0.0532
family,35.5401,28.1839,8.6513,134.4299,0.2136,0.3053,0.0802
digital,36.7847,11.6674,10.962,111.3817,0.7548,0.2955,0.1557
digital,34.2938,19.23,7.6327,212.4212,0.7217,0.1474,0.0806
price_sensitive,29.1961,7.3895,1.5491,228.0407,0.2039,0.5225,0.0779
premium,31.5908,21.6332,5.7058,540.2415,0.4513,0.2034,0.0426
digital,30.1535,15.057,10.8661,206.5071,0.8946,0.1789,0.1617
premium,37.8033,30.7038,4.7793,662.2797,0.5767,0.1351,0.127
family,33.4564,20.4355,10.9929,325.6951,0.3038,0.3063,0.055
price_sensitive,27.5419,8.739,3.4169,200.2681,0.3872,0.438,0.1247
family,32.4811,24.8384,4.861,183.4895,0.5511,0.0,0.0985
price_sensitive,40.9296,19.3401,5.4775,134.0595,0.4751,0.3446,0.0646
digital,33.0146,18.6855,7.5651,190.1684,0.6806,0.1503,0.1536
digital,18.0,20.4848,9.1358,209.9904,0.7926,0.2212,0.1325
family,37.6189,16.3153,9.6074,377.6221,0.3285,0.1807,0.0491
family,35.8845,17.3156,5.6768,465.3605,0.271,0.2771,0.0763
family,33.8833,30.2282,7.3658,263.064,0.2671,0.3968,0.0594
digital,28.1549,14.8706,12.2187,246.0689,0.8172,0.1285,0.1384
digital,34.9364,12.7973,10.318,115.1334,0.7792,0.2322,0.1217
digital,32.3445,22.2194,10.9499,129.9388,0.7312,0.0983,0.0812
family,36.8708,33.6562,8.3591,320.8606,0.4343,0.1332,0.04
price_sensitive,18.0,12.9768,2.9487,129.3016,0.7038,0.4813,0.1079
family,38.7517,22.9193,5.8441,339.6058,0.6568,0.3153,0.0207
digital,25.9586,17.3224,7.6585,302.0712,0.872,0.1494,0.1163
price_sensitive,23.277,17.5203,8.5337,194.1723,0.4278,0.4981,0.106
family,44.3837,23.665,8.2082,312.8849,0.3107,0.4158,0.09
family,42.9684,20.1187,3.2897,503.4642,0.3807,0.3587,0.0827
premium,31.797,48.1111,8.5332,629.8071,0.4336,0.1912,0.0398
digital,33.6695,12.9347,9.91,228.5005,0.7843,0.1413,0.131
price_sensitive,31.6286,13.5628,3.8596,146.0226,0.4472,0.6895,0.0345
family,34.0985,10.3246,11.134,304.0116,0.2854,0.2675,0.0756
price_sensitive,53.5323,19.4966,7.9386,190.8902,0.5902,0.5099,0.0727
price_sensitive,45.6391,14.4422,7.6304,74.9856,0.2324,0.5249,0.1258
family,40.5215,16.0124,7.1939,328.792,0.3456,0.061,0.0462
digital,36.2756,28.9436,6.5858,83.3797,0.8053,0.1924,0.0509
price_sensitive,28.8982,14.2534,7.0262,92.1629,0.3433,0.3966,0.1336
family,45.1704,22.7054,6.0595,342.627,0.2298,0.2647,0.0706
family,40.4584,16.3438,3.9592,361.0321,0.2595,0.3017,0.1034
price_sensitive,29.9858,14.0648,5.3959,154.8586,0.3593,0.3739,0.1135
family,40.3543,18.0278,7.3265,261.2089,0.3155,0.1644,0.0451
family,29.4737,19.1086,6.3664,394.5093,0.2287,0.4868,0.0747
price_sensitive,38.2433,15.9326,7.4917,103.149,0.3686,0.4449,0.0741
price_sensitive,43.4309,17.0891,6.4344,124.023,0.2339,0.3276,0.0
price_sensitive,24.5406,15.9324,4.9204,165.427,0.6621,0.568,0.0825
family,31.7972,9.6223,8.1865,407.8094,0.247,0.3285,0.0606
price_sensitive,31.2329,20.7702,6.9072,111.2018,0.4215,0.439,0.053
price_sensitive,31.7827,11.0122,5.9414,156.1365,0.496,0.4681,0.046
price_sensitive,34.7248,14.4589,3.1624,220.7603,0.3656,0.7712,0.0286
digital,22.7811,20.1847,8.9937,109.9457,0.9235,0.2925,0.0892
family,45.8284,30.4723,4.6066,321.3651,0.3937,0.2744,0.0561
family,23.5255,27.1755,8.3129,192.7172,0.1633,0.3603,0.0507
premium,31.5751,26.1108,5.921,443.1132,0.6065,0.0059,0.13
family,34.9086,26.4809,8.7897,225.3827,0.5009,0.2441,0.0088
premium,38.1283,32.64,5.562,390.0499,0.4596,0.1731,0.0415
price_sensitive,43.2443,10.8919,6.1346,213.56,0.3255,0.4182,0.0655
price_sensitive,28.1287,11.5015,8.8367,155.2064,0.4132,0.5746,0.1026
digital,26.2342,20.0694,10.3123,232.8608,0.8238,0.1037,0.1525
price_sensitive,31.7732,4.9402,3.5339,131.3058,0.3627,0.5071,0.0729
price_sensitive,32.256,13.8054,5.2085,70.6697,0.3824,0.4642,0.0175
family,42.7788,21.4901,6.5438,317.7339,0.2397,0.339,0.0551
family,38.9291,20.0146,4.9599,265.832,0.4286,0.4188,0.0406
family,44.3974,26.1939,8.8812,258.507,0.3742,0.298,0.0729
price_sensitive,34.9239,8.3807,4.4354,53.6367,0.2909,0.5404,0.0412
price_sensitive,49.6451,9.0457,7.4732,190.7145,0.3604,0.407,0.0906
family,45.4331,26.0639,7.2973,339.1278,0.4043,0.3713,0.0638
digital,32.5369,12.3655,10.4593,138.6842,0.7611,0.2107,0.1173
family,32.3418,20.5198,6.6312,175.1563,0.6174,0.3134,0.0788
price_sensitive,42.942,11.1442,4.0032,142.8107,0.3823,0.437,0.1073
family,32.9114,20.4828,10.4845,337.3211,0.3187,0.4185,0.0862
family,31.0737,30.6334,10.8375,292.0155,0.3062,0.3057,0.0329
digital,35.4904,14.3322,9.7161,274.2251,0.8355,0.2467,0.1261
family,29.4961,8.9515,7.7938,276.6569,0.4536,0.4898,0.0677
family,29.5614,11.1266,7.8698,265.9298,0.2706,0.1151,0.0219
price_sensitive,30.6813,14.1313,7.3788,173.2327,0.583,0.3977,0.075
premium,42.4668,36.2887,4.2404,745.0578,0.5138,0.1998,0.0492
price_sensitive,41.8125,15.1179,5.674,131.9928,0.2857,0.3407,0.0468
digital,22.7867,25.3793,9.4126,243.0988,0.7644,0.301,0.1179
digital,25.3422,22.9788,8.7017,189.0147,0.6947,0.1408,0.1374
family,40.5648,16.2917,7.58,202.9334,0.3578,0.5596,0.1202
price_sensitive,19.0398,9.829,5.8912,116.8981,0.2811,0.5348,0.1151
price_sensitive,51.0605,10.0279,3.9344,152.3503,0.3167,0.3411,0.1603
digital,35.9514,25.9923,7.2195,150.8766,0.453,0.2681,0.0725
digital,34.0163,14.3468,10.4538,169.6995,0.6143,0.1392,0.1287
digital,18.0,16.6951,10.8438,172.3625,0.625,0.3074,0.0884
digital,30.8001,19.1485,9.9429,254.5881,0.775,0.0,0.189
price_sensitive,47.0415,16.5182,5.7588,139.193,0.4712,0.5269,0.0702
family,46.2217,11.8683,8.749,315.6015,0.2489,0.2976,0.0687
price_sensitive,34.4744,14.2596,5.7737,139.3043,0.3086,0.3767,0.1135
digital,30.7453,12.2118,9.5997,261.2813,0.9415,0.1248,0.1185
price_sensitive,31.828,8.5097,6.8692,91.7642,0.5174,0.5897,0.1061
price_sensitive,33.8457,15.393,4.2485,120.1363,0.2198,0.3015,0.0283
family,25.4231,22.6653,9.7181,218.4383,0.4397,0.016,0.0395
price_sensitive,43.8774,14.0656,3.5906,90.1894,0.3827,0.5761,0.0433
premium,45.1507,32.6225,4.6965,449.3664,0.2335,0.1686,0.0713
price_sensitive,38.2262,9.2375,7.0677,139.5315,0.4207,0.4811,0.0768
price_sensitive,42.8047,12.2172,6.1832,158.3906,0.5802,0.2171,0.1063
price_sensitive,32.4274,16.3554,3.2422,111.8648,0.2819,0.2747,0.1241
price_sensitive,18.0,16.1419,6.3543,129.816,0.3927,0.5227,0.1097
price_sensitive,41.7378,12.7926,3.0466,97.9679,0.3526,0.498,0.1087
family,47.096,19.5183,6.1824,255.9985,0.3247,0.3152,0.0784
price_sensitive,29.4219,16.5913,7.6255,140.4203,0.2985,0.338,0.0324
digital,29.5733,12.7218,12.6561,208.4037,0.6881,0.2745,0.1237
price_sensitive,38.0881,18.4117,6.0078,74.0902,0.5373,0.3505,0.157
family,34.8165,18.0594,5.7384,404.1894,0.31,0.2789,0.0562
price_sensitive,24.97,7.3064,8.8434,64.5156,0.5235,0.4576,0.0866
family,35.3706,14.9141,6.6966,268.6542,0.253,0.3261,0.1273
digital,28.4788,17.0869,11.0295,135.2761,0.8214,0.1565,0.0241
price_sensitive,42.6104,14.5121,6.9415,67.7628,0.63,0.2624,0.0694
premium,39.1396,23.5626,5.44,495.3075,0.2534,0.1505,0.0672
digital,19.2006,16.8478,9.4114,128.6263,0.7287,0.1971,0.1615
family,47.9558,13.7559,9.2745,264.6869,0.1636,0.0731,0.0612
digital,35.4083,16.0892,8.6844,147.5722,0.7783,0.1615,0.1692
family,37.1418,18.2504,7.4378,320.4108,0.2649,0.1648,0.0746
price_sensitive,32.4359,10.7963,2.7982,164.3352,0.2243,0.5016,0.1409
family,38.0632,26.3114,7.5452,322.0074,0.2807,0.3032,0.0888
digital,21.448,5.1778,12.323,309.9449,0.6667,0.2983,0.2318
price_sensitive,26.8201,12.4122,5.6876,96.2375,0.5024,0.3869,0.1179
price_sensitive,38.9092,13.1933,4.676,161.9926,0.3461,0.5393,0.0177
family,25.9766,22.995,8.2109,445.9241,0.3885,0.3869,0.062
family,33.3138,32.7857,7.8953,243.8672,0.411,0.1765,0.0449
digital,24.2262,17.524,10.2724,228.6757,0.6985,0.2013,0.0793
family,34.4129,24.1414,5.7403,319.2204,0.1383,0.2154,0.0838
price_sensitive,36.8251,6.9415,7.9501,90.9348,0.2283,0.6327,0.0502
price_sensitive,46.8429,9.9475,4.0764,107.3118,0.4922,0.389,0.0839
premium,36.8087,24.3956,6.2802,519.9568,0.7031,0.0888,0.0965
digital,32.5922,16.4775,10.5749,207.7237,0.7036,0.1088,0.1151
premium,46.6305,45.6208,5.996,482.4797,0.4734,0.0,0.0244
digital,26.6827,17.5453,10.7817,238.7933,0.8906,0.1024,0.0975
family,42.1271,24.1986,6.3765,220.8637,0.3398,0.2351,0.066
premium,40.2282,23.6133,5.2266,526.4789,0.7098,0.0645,0.1251
digital,29.8173,16.9154,7.7789,184.3104,0.8641,0.2485,0.0841
price_sensitive,35.9642,12.6883,6.9959,131.9526,0.4104,0.3265,0.0514
price_sensitive,22.4481,14.4741,10.2108,125.3008,0.4664,0.2106,0.1367
digital,27.0684,23.4608,13.1085,163.2446,0.7644,0.0479,0.1223
family,35.2232,29.7357,8.1333,292.5162,0.3952,0.31,0.0489
family,24.196,12.6321,6.869,251.8957,0.4921,0.2792,0.0325
family,34.6209,25.7598,4.5226,354.1522,0.4064,0.2189,0.063
price_sensitive,38.2717,9.8353,3.8743,99.2525,0.2808,0.5133,0.085
price_sensitive,34.8629,15.6106,7.8735,151.8027,0.4119,0.2643,0.0431
premium,36.2435,32.9914,4.3097,540.2395,0.4078,0.0,0.0419
digital,33.3843,25.6732,8.8461,61.8448,0.8169,0.1512,0.0973
digital,18.0,13.7498,9.2398,155.9415,0.8966,0.1933,0.0855
family,26.2002,19.2927,8.7067,321.143,0.4475,0.3864,0.0196
digital,20.6707,17.6739,12.2808,170.4616,0.7523,0.1713,0.1677
premium,33.4212,21.647,4.6074,519.3929,0.3981,0.0183,0.0407
family,36.9569,19.9411,4.2752,349.8712,0.2336,0.1389,0.0963
price_sensitive,30.9202,15.5447,5.8429,89.6795,0.3566,0.2983,0.0477
family,40.7562,26.3133,7.9649,234.841,0.2771,0.3603,0.0418
family,40.1654,23.8016,10.1594,287.5712,0.3758,0.2398,0.0472
premium,42.7053,39.4217,4.5671,396.4254,0.9034,0.261,0.0743
premium,43.1796,13.971,5.5126,675.8233,0.45,0.0416,0.051
digital,22.5322,14.4874,12.2739,232.3264,0.9367,0.0803,0.1233
premium,24.5485,7.3772,3.5052,512.4107,0.6539,0.1421,0.1175
price_sensitive,30.7402,12.8072,5.1731,170.0435,0.4986,0.6378,0.0953
digital,27.3387,10.1982,8.2224,129.0042,0.7394,0.2994,0.1209
price_sensitive,30.9415,15.4638,8.2078,143.2892,0.2912,0.4263,0.0758
premium,45.6568,18.7496,5.2933,440.3914,0.3918,0.1628,0.078
family,35.4754,27.2067,6.0692,356.4577,0.5226,0.1764,0.0484
price_sensitive,34.5025,13.9268,4.4103,180.9334,0.3231,0.3525,0.1289
family,25.5026,24.5145,6.0814,293.9502,0.2844,0.296,0.0313
premium,37.4689,31.8813,5.4009,612.8479,0.5095,0.0616,0.0752
digital,19.1001,20.5651,9.8028,196.993,0.6891,0.0998,0.1107
premium,45.1569,17.8154,4.0062,437.4181,0.5404,0.1498,0.1141
premium,51.2204,29.7798,7.0444,589.2873,0.5181,0.1058,0.1446
family,36.8156,15.4662,9.2286,376.507,0.3576,0.3386,0.0215
digital,31.1121,15.2767,10.5908,201.7387,0.8599,0.2359,0.2122
family,33.3258,26.3586,5.2346,365.5778,0.3844,0.2016,0.1079
family,32.3626,22.4022,7.6071,338.369,0.324,0.0,0.0738
digital,33.035,14.0501,9.6271,109.7728,0.7038,0.2654,0.1358
digital,34.5993,12.424,11.4672,251.9317,0.6344,0.1755,0.1006
price_sensitive,22.6997,18.5782,4.8135,179.0194,0.5207,0.4675,0.1149
price_sensitive,29.8767,12.1971,8.9787,118.6593,0.3704,0.2811,0.1107
family,27.3265,24.8079,6.6935,227.3473,0.1737,0.2731,0.0615
price_sensitive,39.8025,14.5624,6.6868,149.1707,0.4987,0.3671,0.0628
family,48.09,16.5248,8.5756,360.7716,0.3885,0.2691,0.0642
digital,37.4462,14.7424,7.2161,93.9226,0.9494,0.1783,0.1636
price_sensitive,35.5484,19.8884,6.4926,161.1027,0.5532,0.6134,0.1184
premium,38.3588,40.5238,6.8084,515.1444,0.1555,0.187,0.094
family,43.7804,26.0524,4.9271,253.5939,0.3669,0.2582,0.0411
price_sensitive,36.7757,11.9035,8.1717,89.775,0.5457,0.3922,0.062
digital,34.2775,18.9676,6.3834,116.6988,0.6694,0.0768,0.0583
digital,35.1233,22.2319,10.5523,228.5514,0.7218,0.2156,0.181
family,34.5375,24.3746,5.7098,344.7491,0.495,0.2035,0.0375
price_sensitive,41.795,13.4566,4.8437,93.8325,0.3647,0.5594,0.0831
premium,32.1515,38.6484,5.5918,696.7665,0.5798,0.1018,0.0451
digital,34.1363,15.8616,11.4985,167.8352,0.8385,0.1733,0.1722
price_sensitive,27.8712,18.0611,5.277,148.3858,0.3227,0.3058,0.0274
digital,37.1704,25.4975,8.1902,126.469,0.8208,0.1992,0.1191
digital,29.1638,18.7786,7.9153,130.4406,0.826,0.0954,0.053
premium,45.2927,30.6118,6.8312,719.1018,0.476,0.1787,0.1112
digital,32.3549,10.7805,6.7207,188.7468,0.8184,0.2354,0.1484
digital,30.3859,31.6078,8.3553,166.4306,0.5143,0.0823,0.108
digital,24.6887,17.6528,3.4027,219.3743,0.8533,0.108,0.1177
premium,36.9417,33.4285,4.3822,534.9934,0.6336,0.0734,0.0725
premium,28.6065,29.52,3.1796,580.3301,0.4423,0.1618,0.1234
price_sensitive,46.3676,15.0028,6.7844,147.7586,0.4814,0.5374,0.0799
digital,29.6168,13.4913,12.0549,253.9992,0.9285,0.1469,0.1735
price_sensitive,28.2194,13.8877,7.0071,188.7421,0.2236,0.5712,0.0997
family,28.7691,20.6112,9.301,314.4896,0.4702,0.153,0.0686
price_sensitive,35.7849,14.1011,8.0151,100.6596,0.6017,0.3691,0.1152
family,44.2122,16.477,3.6139,322.8829,0.1802,0.105,0.0811
digital,23.5642,20.5505,7.266,176.9272,0.7113,0.22,0.03
premium,36.885,17.6955,4.9555,732.8072,0.4685,0.0982,0.0025
digital,30.6482,17.2737,9.5885,209.5158,0.976,0.1796,0.0912
family,40.7954,16.629,6.4105,340.9729,0.34,0.4067,0.094
price_sensitive,39.6533,17.0164,4.8171,149.5116,0.3307,0.3374,0.1266
family,34.0847,22.0656,6.3536,413.2099,0.183,0.1066,0.0978
price_sensitive,30.2827,10.0914,6.1986,137.5157,0.3427,0.6313,0.1021
digital,31.4364,14.5784,10.6457,179.2408,0.8187,0.1702,0.1239
digital,37.6484,11.511,9.1604,373.9157,0.7695,0.2938,0.1153
family,38.5334,16.9583,6.3211,354.0316,0.2933,0.2944,0.1396
family,24.8138,28.5902,4.9975,344.7026,0.5474,0.0,0.0993
family,43.141,25.4893,7.1649,363.4992,0.4069,0.2645,0.0441
digital,29.5287,8.1887,7.492,171.9902,0.9404,0.1553,0.1468
digital,25.4905,18.3202,8.9339,137.0208,0.8899,0.0,0.1175
price_sensitive,36.5569,19.3862,4.3137,133.3433,0.4204,0.2049,0.1216
digital,22.7073,17.8119,8.5832,40.1552,0.6283,0.3186,0.1672
family,41.4303,20.0579,11.679,255.133,0.4307,0.3907,0.1028
family,43.146,25.2462,9.0239,298.8735,0.397,0.1958,0.035
family,39.4054,22.5922,6.4067,235.225,0.2126,0.185,0.0619
premium,44.2384,34.4242,6.0366,488.5763,0.4668,0.1694,0.0698
premium,23.4708,35.4414,5.5632,524.3375,0.4536,0.2482,0.1024
family,32.3821,15.8099,8.5259,323.1197,0.4971,0.0602,0.0786
family,40.24,25.4003,5.4396,312.8958,0.4621,0.2646,0.0568
family,27.7766,14.5822,6.683,309.4619,0.2146,0.2227,0.1069
family,39.2288,25.0724,7.3473,255.7131,0.4447,0.3483,0.0327
digital,18.8333,20.6381,5.3719,258.1996,0.7349,0.2633,0.0684
premium,49.8334,16.2049,5.8488,527.3572,0.4634,0.0516,0.0675
family,32.0165,27.0714,8.7238,336.7797,0.3951,0.037,0.0824
price_sensitive,28.8175,14.9346,6.8349,81.5134,0.495,0.7068,0.0975
price_sensitive,30.4783,18.0121,1.0,134.0246,0.335,0.471,0.0872
family,36.5497,25.9612,5.8667,384.4544,0.3078,0.2206,0.0559
price_sensitive,35.9875,10.9398,8.4001,182.238,0.1277,0.5293,0.1054
family,35.1345,17.6333,9.7838,277.7002,0.5631,0.2454,0.0685
price_sensitive,42.2104,13.759,7.8813,198.5967,0.2887,0.4861,0.1381
premium,60.9568,31.5693,4.7586,602.3551,0.2821,0.1437,0.0
family,32.3175,25.7165,8.8607,254.4999,0.3003,0.2624,0.0884
premium,48.6515,29.8035,5.8001,455.1132,0.2068,0.2061,0.0451
family,39.7277,22.0638,8.1772,430.1426,0.3546,0.4293,0.0249
family,35.2339,17.0199,5.6836,279.1691,0.2432,0.2576,0.0
family,42.3034,31.3567,10.3566,256.8616,0.3575,0.4186,0.0259
digital,27.8457,20.0848,10.0243,153.8859,0.5548,0.0792,0.0391
price_sensitive,33.6706,15.4398,7.7412,119.6513,0.4929,0.508,0.0688
digital,26.9228,16.3905,11.7312,177.3482,0.6874,0.2677,0.1263
premium,32.659,28.9522,5.5374,582.5977,0.5334,0.1905,0.0489
premium,43.3232,37.1182,4.5158,643.9738,0.4395,0.2883,0.0172
digital,33.6042,19.0775,5.8506,96.0343,0.7648,0.2037,0.0799
digital,18.0,19.418,10.5182,300.7942,0.6921,0.3215,0.0858
price_sensitive,28.52,12.4222,4.1527,180.1276,0.4598,0.2888,0.022
price_sensitive,43.2401,10.4917,7.1725,148.9121,0.7349,0.3868,0.1447
premium,42.5597,36.3348,2.9407,318.922,0.4218,0.3089,0.0692
family,42.9116,27.748,6.0967,268.3752,0.3606,0.3112,0.0606
price_sensitive,29.5589,18.9914,7.7638,59.5592,0.1269,0.4375,0.1637
digital,32.2327,19.8625,9.8723,156.0745,0.9059,0.0,0.1122
premium,32.8254,38.9503,7.6035,610.9078,0.4464,0.1875,0.1231
digital,24.3504,8.5645,11.7508,203.4552,0.8186,0.0722,0.127
digital,40.5581,12.5662,8.5657,189.2266,0.7776,0.0201,0.1557
family,33.4397,26.6709,10.3726,419.4186,0.3956,0.2156,0.1054
premium,38.1173,35.5032,5.5743,664.2821,0.568,0.0686,0.0782
family,32.661,24.6598,8.4605,335.5711,0.2021,0.2232,0.0336
premium,28.275,20.8667,3.5696,540.5994,0.6322,0.227,0.1371
family,35.136,13.7796,8.5369,380.5236,0.3039,0.5082,0.0589
premium,42.2657,25.6909,4.2679,512.4838,0.3574,0.0479,0.084
family,38.6688,25.7863,8.6564,468.0352,0.3637,0.3402,0.0855
price_sensitive,22.7638,17.7981,4.817,170.8511,0.3064,0.5307,0.0614
price_sensitive,37.5087,14.0411,4.5229,209.5914,0.3437,0.5917,0.0874
digital,34.0674,27.6907,10.1025,182.168,0.8756,0.0995,0.1418
digital,28.9176,22.3384,7.6084,147.3454,0.7178,0.1187,0.1299
price_sensitive,32.7417,12.672,3.8594,128.5716,0.5634,0.7363,0.1288
premium,53.7013,36.2676,7.0239,451.389,0.4408,0.1322,0.0462
family,36.7439,22.2499,8.4725,252.3117,0.1199,0.0669,0.0715
premium,29.3943,28.7185,5.4662,356.5682,0.4047,0.1465,0.0384
family,20.4466,20.3156,10.998,163.7749,0.4435,0.2762,0.0495
family,25.2956,23.7384,4.9237,352.4917,0.4706,0.1585,0.0745
price_sensitive,33.5837,15.7476,3.5738,65.0552,0.2561,0.5337,0.0829
family,30.125,20.1153,5.684,241.9534,0.3392,0.3083,0.0648
family,34.7021,16.3661,10.2174,252.83,0.3279,0.168,0.0342
digital,32.2363,14.3677,9.9885,185.358,0.7099,0.4034,0.23
family,34.0192,28.2722,8.3063,241.9071,0.437,0.4416,0.05
premium,49.0747,28.2498,2.6784,582.0858,0.5892,0.0202,0.1113
price_sensitive,33.9179,21.2854,6.2344,136.1487,0.5393,0.3518,0.0677
digital,32.238,14.285,10.4839,64.1818,0.7357,0.1615,0.1239
family,40.1844,19.3956,9.9555,196.7187,0.2894,0.2965,0.0634
digital,28.1614,19.616,12.703,232.7997,0.9099,0.1317,0.1525
family,39.1461,20.1198,7.9757,339.5335,0.3295,0.2718,0.0653
price_sensitive,28.9647,15.5811,7.1987,146.4797,0.3136,0.3924,0.0783
family,23.7109,27.2054,5.0701,403.0545,0.4538,0.3209,0.0736
price_sensitive,36.7374,10.5536,4.8605,150.5809,0.4669,0.2556,0.0698
premium,39.1582,32.286,7.5466,633.4398,0.5665,0.1463,0.1226
digital,26.6315,23.7383,9.4816,244.8234,0.7879,0.1868,0.1587
family,33.5282,22.1387,6.6458,349.2234,0.1875,0.344,0.0216
premium,46.5357,36.2537,4.6198,494.04,0.569,0.077,0.0266
premium,49.5251,45.7801,6.6407,615.1693,0.4689,0.1299,0.149
price_sensitive,39.9999,17.8744,5.6389,101.0749,0.4651,0.5614,0.0326
digital,27.0886,9.3904,6.5983,168.0688,0.8914,0.3638,0.1033
price_sensitive,31.551,12.9777,8.3303,133.056,0.387,0.6451,0.0774
premium,39.5255,36.7815,6.4841,567.5802,0.6192,0.1374,0.0248
digital,25.0229,10.8669,12.7632,220.3305,0.8304,0.0559,0.1571
premium,38.5778,24.8845,5.9515,423.512,0.4864,0.0572,0.1171
