monthly_income_k,debt_ratio,loan_amount_k,credit_history_months,overdue_count,employment_years,home_ownership,loan_purpose,region,default_risk
21.29,0.571,20.47,3,0,4.0,mortgage,education,south,high
13.41,0.296,22.32,212,0,13.7,mortgage,medical,east,low
31.16,0.062,22.36,166,1,7.9,own,consumer,north,low
11.24,0.573,22.6,210,1,8.7,mortgage,consumer,east,low
15.3,0.459,12.08,146,1,6.4,rent,education,east,low
20.45,0.409,25.94,182,1,6.7,rent,working_capital,west,low
16.46,0.435,9.33,216,1,8.7,rent,car,south,low
20.28,0.189,37.28,96,1,14.1,mortgage,working_capital,west,low
22.43,0.354,27.14,205,0,3.8,mortgage,education,east,low
16.3,0.358,24.19,4,0,10.9,rent,medical,north,high
14.63,0.566,31.42,48,1,11.8,rent,medical,north,high
15.75,0.6,40.92,175,2,9.3,mortgage,medical,north,low
25.52,0.288,26.6,15,1,5.4,rent,car,south,low
10.57,0.433,18.41,96,0,9.8,mortgage,working_capital,west,high
10.14,0.64,22.64,103,0,12.2,mortgage,education,east,low
17.8,0.462,18.6,150,2,11.5,mortgage,car,east,low
3.5,0.456,34.03,185,1,3.8,rent,car,north,high
28.99,0.477,11.77,96,0,2.7,mortgage,education,north,low
18.79,0.288,35.88,173,0,6.1,mortgage,medical,south,low
8.77,0.186,29.32,29,1,9.5,rent,car,north,low
28.12,0.127,11.91,51,1,0.0,own,education,north,low
6.65,0.027,15.29,210,1,4.1,rent,working_capital,west,low
22.99,0.381,26.91,100,3,12.2,rent,working_capital,west,low
15.65,0.396,2.21,97,1,0.0,rent,car,north,low
15.96,0.264,25.13,58,1,14.7,rent,education,north,low
16.61,0.02,5.56,88,1,5.7,rent,consumer,south,high
11.64,0.375,23.6,84,0,7.6,rent,working_capital,east,low
19.18,0.501,26.29,44,0,3.8,mortgage,medical,west,low
18.85,0.525,27.17,145,0,3.0,mortgage,education,north,low
24.38,0.345,17.89,179,1,3.8,mortgage,medical,east,low
9.69,0.288,20.83,86,0,11.2,rent,working_capital,east,low
6.34,0.309,33.21,13,1,15.5,own,working_capital,north,high
16.39,0.281,14.93,80,0,10.4,rent,working_capital,west,low
17.32,0.449,25.87,143,3,12.1,own,medical,east,low
21.22,0.366,8.74,18,1,3.3,mortgage,education,east,low
30.98,0.494,9.01,129,1,5.7,mortgage,consumer,west,low
17.37,0.301,19.06,22,0,7.4,mortgage,car,west,low
16.57,0.327,31.38,225,3,2.3,rent,education,east,low
9.31,0.527,13.27,197,0,2.8,own,consumer,north,low
14.63,0.453,20.09,66,0,2.7,rent,working_capital,north,low
12.23,0.463,24.17,235,0,12.8,own,consumer,west,low
38.69,0.556,20.32,54,1,8.3,mortgage,car,south,low
21.41,0.566,9.64,19,0,4.1,rent,car,south,high
23.94,0.069,15.52,213,1,8.5,mortgage,consumer,east,low
19.63,0.104,25.54,141,0,2.0,rent,consumer,west,high
28.12,0.406,3.64,208,1,9.3,mortgage,consumer,west,low
14.83,0.307,20.17,148,5,11.1,mortgage,education,east,high
29.88,0.308,31.61,70,3,7.8,rent,education,west,low
18.28,0.192,28.94,121,0,11.4,rent,consumer,east,low
14.74,0.435,44.42,120,2,5.0,own,car,west,low
14.5,0.556,35.3,160,3,9.9,rent,working_capital,west,high
15.79,0.323,13.34,78,1,4.2,mortgage,consumer,north,low
19.87,0.099,13.24,225,2,5.1,mortgage,consumer,south,low
18.97,0.555,25.21,155,0,2.8,rent,consumer,south,low
26.6,0.301,33.41,190,0,6.2,mortgage,working_capital,west,low
16.03,0.49,19.74,101,1,2.9,own,medical,east,low
11.78,0.24,2.0,167,1,3.5,mortgage,consumer,south,low
14.67,0.237,9.08,94,0,1.3,mortgage,consumer,south,low
15.6,0.337,22.62,226,0,5.9,rent,consumer,north,low
13.62,0.332,11.7,109,1,9.6,rent,working_capital,east,low
14.78,0.248,38.04,118,0,4.4,mortgage,consumer,south,low
22.95,0.205,31.47,146,1,11.5,rent,medical,south,high
11.32,0.225,27.3,41,0,8.5,mortgage,education,east,low
11.75,0.403,4.42,165,2,9.9,mortgage,medical,west,low
17.79,0.514,25.38,179,0,0.8,rent,consumer,west,high
15.75,0.292,26.72,207,0,8.9,mortgage,medical,west,low
4.54,0.29,9.74,36,2,7.7,mortgage,medical,east,low
16.54,0.432,8.52,148,4,9.1,mortgage,working_capital,south,low
29.8,0.512,16.61,12,1,12.8,own,consumer,east,low
8.85,0.417,24.02,145,0,5.2,mortgage,medical,west,low
17.77,0.55,18.84,187,1,9.7,rent,medical,south,low
34.43,0.53,15.64,74,3,10.4,mortgage,education,south,low
28.08,0.368,35.27,35,1,7.1,rent,education,south,low
3.5,0.393,28.3,64,1,0.0,rent,medical,west,low
15.5,0.598,18.99,76,0,4.8,mortgage,medical,east,low
19.85,0.47,13.85,103,0,15.8,rent,consumer,north,low
25.62,0.432,23.11,224,1,15.0,own,car,south,low
17.15,0.402,2.0,226,0,7.1,rent,medical,west,low
8.8,0.641,27.38,205,0,9.6,mortgage,consumer,south,low
20.86,0.02,16.73,40,0,10.2,rent,working_capital,south,low
14.85,0.404,24.65,226,1,6.7,own,medical,south,low
22.91,0.357,37.77,114,3,5.4,rent,education,east,high
31.86,0.555,13.32,41,1,11.1,rent,working_capital,west,low
16.3,0.415,17.27,67,0,2.2,rent,working_capital,east,high
17.65,0.257,12.06,48,2,1.6,mortgage,education,east,high
13.99,0.41,18.4,15,1,4.4,rent,consumer,east,high
17.55,0.557,9.43,131,2,10.2,mortgage,consumer,north,low
3.91,0.663,23.75,172,1,5.9,rent,medical,north,low
17.4,0.42,30.68,88,3,2.2,rent,working_capital,east,high
6.14,0.409,29.25,5,0,8.0,rent,education,east,low
22.4,0.221,19.68,58,1,0.0,mortgage,education,east,high
23.24,0.371,11.76,153,2,3.4,mortgage,consumer,south,low
22.04,0.028,11.96,77,0,8.2,rent,education,north,low
12.0,0.123,14.13,27,0,2.9,mortgage,working_capital,west,high
11.99,0.11,12.84,182,0,9.7,mortgage,medical,east,low
22.59,0.26,29.5,135,0,14.9,mortgage,working_capital,west,low
7.98,0.207,19.07,235,1,8.1,rent,car,south,low
15.56,0.325,62.18,118,0,12.9,mortgage,education,south,low
28.07,0.608,24.59,207,0,2.4,rent,medical,south,low
21.87,0.399,31.13,237,1,14.8,rent,medical,south,low
22.09,0.303,30.95,29,1,8.1,own,education,south,low
21.4,0.279,18.02,205,1,17.9,rent,working_capital,west,low
6.06,0.496,15.96,232,1,8.0,rent,education,west,low
20.43,0.667,13.14,53,0,0.0,own,working_capital,south,low
9.82,0.49,33.77,26,0,15.1,own,working_capital,east,low
22.97,0.528,7.66,92,3,4.8,rent,consumer,north,low
13.6,0.548,17.71,161,2,1.5,rent,consumer,east,low
15.95,0.465,28.64,216,0,8.8,rent,medical,east,low
18.49,0.499,33.29,113,1,2.6,rent,education,west,high
10.14,0.347,2.0,11,0,11.7,own,medical,south,high
18.4,0.224,15.09,217,0,2.3,mortgage,consumer,south,low
8.6,0.5,22.45,181,1,5.4,rent,car,west,low
14.14,0.173,38.86,212,1,5.1,mortgage,medical,south,low
11.85,0.618,8.4,129,1,12.3,mortgage,car,south,low
17.4,0.648,21.25,32,0,0.0,mortgage,education,north,low
14.3,0.404,27.44,227,0,6.1,rent,consumer,south,low
24.32,0.611,41.55,163,2,4.6,mortgage,medical,south,low
17.65,0.402,19.89,79,3,8.8,rent,working_capital,south,high
12.88,0.529,4.81,135,0,20.6,own,education,west,low
15.83,0.319,18.71,65,2,11.5,own,car,west,low
15.22,0.496,27.04,112,0,5.9,mortgage,medical,north,low
33.96,0.147,15.93,55,0,3.9,rent,consumer,east,low
12.34,0.719,13.67,83,2,7.3,mortgage,consumer,south,high
18.82,0.242,25.62,193,0,10.7,mortgage,working_capital,north,low
17.82,0.214,41.44,226,0,6.1,rent,working_capital,south,low
25.11,0.439,16.06,148,1,6.9,rent,working_capital,north,low
20.42,0.451,28.05,19,1,7.7,mortgage,working_capital,east,low
18.79,0.124,23.28,134,0,7.4,mortgage,consumer,east,low
18.9,0.676,28.64,31,0,2.5,own,medical,south,low
18.49,0.464,29.26,39,0,4.8,mortgage,medical,east,low
16.33,0.169,21.75,168,1,9.8,mortgage,car,north,low
15.46,0.448,21.82,128,0,0.0,mortgage,car,north,low
18.56,0.159,8.76,237,1,5.3,rent,consumer,west,low
20.71,0.293,20.16,175,1,7.0,mortgage,car,south,low
18.53,0.383,20.59,204,2,3.5,mortgage,car,west,low
24.3,0.02,27.44,207,2,18.6,rent,car,south,low
7.83,0.243,9.2,82,0,16.9,rent,medical,south,low
22.13,0.317,11.6,220,2,17.5,own,medical,south,low
24.78,0.462,9.08,113,0,9.6,rent,working_capital,west,low
21.5,0.1,31.11,201,1,7.4,mortgage,car,north,low
21.62,0.457,35.52,165,0,10.1,rent,car,south,low
10.54,0.308,12.73,51,0,6.1,mortgage,car,south,low
13.43,0.285,47.35,119,0,2.0,own,medical,south,low
22.35,0.489,17.84,152,2,0.0,rent,education,north,low
24.04,0.382,21.41,43,1,2.4,mortgage,consumer,east,low
32.88,0.165,17.65,72,0,0.0,own,working_capital,north,low
15.53,0.423,53.0,120,0,0.0,mortgage,medical,west,low
12.11,0.526,24.98,116,1,8.1,rent,car,west,low
15.73,0.565,23.57,33,0,6.3,rent,consumer,east,high
32.59,0.39,31.73,233,1,8.8,own,consumer,east,low
21.45,0.309,20.4,76,1,4.7,rent,car,east,high
11.2,0.445,48.66,44,0,3.6,rent,working_capital,north,high
7.99,0.621,15.16,44,0,5.4,mortgage,consumer,west,low
13.21,0.361,27.79,216,1,4.2,mortgage,working_capital,south,low
19.16,0.208,25.78,119,2,4.4,rent,medical,east,high
3.5,0.417,23.5,207,0,5.2,rent,medical,east,low
13.31,0.618,6.9,155,2,5.2,mortgage,working_capital,south,low
26.32,0.277,19.32,188,0,10.3,rent,car,north,low
20.28,0.51,23.85,57,1,0.2,own,education,south,low
41.44,0.178,22.65,39,1,2.3,rent,education,south,low
23.96,0.475,23.83,224,0,5.3,mortgage,consumer,west,low
18.23,0.341,22.97,15,0,10.3,own,car,south,low
26.89,0.464,19.98,73,0,6.9,rent,medical,west,low
21.15,0.22,23.02,169,0,5.9,rent,consumer,east,low
23.54,0.557,17.62,52,2,8.1,mortgage,working_capital,south,high
15.64,0.395,21.59,129,1,6.9,mortgage,working_capital,north,low
27.77,0.652,32.43,156,0,5.1,mortgage,consumer,north,low
7.09,0.627,34.14,106,0,1.6,own,education,south,low
14.31,0.353,42.4,202,1,8.6,own,medical,west,low
17.28,0.32,7.8,225,0,7.4,mortgage,working_capital,north,low
14.56,0.431,12.47,45,0,5.8,mortgage,education,north,low
21.78,0.04,27.96,185,0,6.0,mortgage,medical,south,low
17.79,0.445,28.88,104,1,7.4,mortgage,working_capital,north,low
25.85,0.117,25.36,27,3,3.5,mortgage,medical,east,low
24.49,0.235,18.4,189,1,6.7,rent,education,east,low
17.85,0.304,25.09,80,0,0.1,rent,car,north,low
20.38,0.52,18.26,206,1,0.2,mortgage,education,east,low
16.49,0.463,23.84,211,1,4.4,mortgage,education,east,low
12.34,0.287,15.16,236,0,8.5,rent,working_capital,west,low
20.3,0.64,20.9,47,1,0.0,own,car,west,high
18.55,0.332,25.7,219,0,5.8,mortgage,education,north,low
12.63,0.418,8.45,57,1,3.8,mortgage,car,west,high
20.21,0.346,20.81,92,0,7.8,mortgage,medical,north,low
20.85,0.176,28.56,33,2,0.0,mortgage,consumer,south,high
15.44,0.407,36.94,10,0,0.0,mortgage,car,south,low
21.27,0.568,21.65,129,1,1.3,rent,medical,north,low
13.91,0.233,47.07,67,2,6.4,mortgage,working_capital,south,low
16.51,0.214,16.8,5,2,7.2,rent,consumer,south,low
18.01,0.371,37.22,90,0,12.5,mortgage,consumer,south,low
15.1,0.265,30.83,143,0,0.0,rent,car,west,low
10.27,0.123,22.85,127,1,0.0,mortgage,medical,west,low
26.66,0.336,35.9,87,0,2.3,rent,medical,west,low
11.56,0.197,28.13,73,0,18.4,mortgage,consumer,south,low
23.28,0.517,12.97,128,0,4.1,mortgage,car,west,low
19.73,0.357,18.07,35,1,6.3,mortgage,medical,west,low
20.41,0.257,20.57,159,0,0.7,mortgage,car,north,low
27.13,0.446,31.1,59,0,5.8,mortgage,working_capital,south,low
10.55,0.483,31.65,232,1,0.1,mortgage,car,south,low
19.58,0.119,14.47,164,0,10.3,mortgage,working_capital,north,low
19.19,0.242,18.5,231,2,4.2,own,car,west,low
18.59,0.486,14.01,9,0,1.4,mortgage,car,north,low
21.89,0.284,13.74,75,1,5.2,rent,consumer,north,low
13.05,0.396,26.68,130,2,5.1,own,education,north,low
23.16,0.103,35.89,79,0,2.6,mortgage,working_capital,south,low
20.99,0.02,20.01,127,3,9.5,rent,working_capital,south,low
29.36,0.374,31.03,136,0,9.5,mortgage,medical,east,low
23.77,0.721,9.41,232,1,0.0,own,education,east,low
26.94,0.137,12.86,232,0,2.4,rent,medical,west,low
9.92,0.64,29.35,225,1,7.1,rent,medical,south,low
18.4,0.183,26.79,138,0,1.5,mortgage,medical,east,low
16.42,0.704,20.3,19,2,14.5,mortgage,medical,east,high
4.46,0.262,37.42,60,0,11.9,rent,working_capital,west,low
17.79,0.285,26.3,139,1,10.1,mortgage,education,east,low
19.0,0.702,8.82,59,0,10.9,own,car,south,low
10.77,0.341,25.95,153,0,2.9,mortgage,working_capital,north,low
20.99,0.178,16.18,199,1,10.3,mortgage,education,east,low
12.13,0.325,20.7,103,0,2.5,own,car,west,low
16.83,0.341,28.71,5,0,3.8,rent,education,west,high
20.6,0.272,35.66,232,0,4.6,rent,working_capital,west,low
8.85,0.629,37.01,227,3,7.8,own,working_capital,north,high
3.5,0.299,16.13,55,3,0.0,rent,consumer,east,low
35.04,0.143,17.21,59,2,2.3,mortgage,car,north,low
13.92,0.214,29.36,159,2,12.5,own,consumer,south,low
14.33,0.651,13.4,125,0,6.8,rent,working_capital,east,low
18.6,0.527,20.02,32,2,6.3,mortgage,education,north,high
16.14,0.187,21.6,102,0,8.0,own,car,east,low
10.66,0.469,30.73,99,2,9.6,rent,medical,west,low
22.11,0.488,28.7,126,3,13.9,rent,education,west,low
25.9,0.316,29.36,156,1,0.0,rent,consumer,east,low
3.5,0.321,21.2,78,0,9.7,rent,medical,south,low
25.42,0.524,8.45,150,0,0.0,mortgage,car,east,low
13.27,0.503,20.29,3,0,4.7,mortgage,education,west,high
3.5,0.285,24.55,82,2,9.9,mortgage,medical,south,high
11.78,0.456,26.58,10,1,5.0,mortgage,working_capital,north,high
14.15,0.142,18.99,223,0,9.0,mortgage,car,north,low
15.32,0.31,24.07,203,1,8.1,rent,consumer,west,low
23.4,0.449,35.69,18,1,4.2,own,working_capital,south,low
15.6,0.178,14.07,33,2,15.3,mortgage,medical,west,low
28.16,0.651,18.33,187,0,3.1,mortgage,car,south,low
24.36,0.525,2.44,11,2,12.5,rent,education,north,low
13.49,0.977,15.34,190,0,8.0,rent,education,east,high
24.16,0.058,28.25,146,0,9.1,own,working_capital,north,low
12.7,0.138,4.04,64,0,6.2,mortgage,car,south,low
3.52,0.507,25.72,17,1,4.7,mortgage,car,north,low
14.83,0.035,13.68,213,2,8.5,mortgage,car,north,low
4.22,0.512,41.74,205,2,0.0,rent,car,east,high
24.37,0.519,2.0,213,0,13.1,rent,education,north,low
13.42,0.128,7.34,33,0,4.4,rent,car,east,low
4.65,0.3,20.16,204,1,4.0,mortgage,consumer,east,low
28.94,0.397,20.41,112,1,10.7,own,medical,north,low
36.6,0.532,15.34,114,2,0.0,own,education,west,low
29.4,0.471,19.13,199,2,12.8,own,car,south,low
16.75,0.406,31.92,232,3,14.1,rent,working_capital,west,low
22.73,0.456,19.01,209,1,7.4,rent,consumer,east,low
11.53,0.478,17.9,218,0,4.4,rent,consumer,north,low
25.31,0.402,11.19,113,2,0.8,rent,consumer,south,low
11.15,0.491,22.31,46,1,3.0,rent,medical,north,high
4.85,0.563,40.17,174,0,1.4,mortgage,consumer,north,high
9.72,0.534,24.38,66,0,7.1,rent,working_capital,south,low
14.33,0.331,23.87,161,0,1.8,rent,medical,south,low
10.67,0.47,17.61,234,1,13.7,mortgage,working_capital,east,low
3.5,0.453,28.02,148,0,9.9,mortgage,car,south,high
10.56,0.4,19.32,223,1,5.5,rent,consumer,west,low
12.46,0.185,30.26,8,1,12.6,rent,car,west,low
12.92,0.396,10.81,150,2,3.8,rent,car,east,high
22.66,0.216,15.68,83,0,1.1,rent,medical,east,low
25.87,0.317,22.48,211,0,11.3,rent,education,west,low
15.45,0.068,9.9,117,0,10.7,mortgage,working_capital,south,low
7.7,0.339,12.85,89,0,13.3,rent,working_capital,west,low
14.54,0.213,17.22,119,0,3.1,mortgage,working_capital,south,low
14.46,0.147,21.57,232,1,1.1,mortgage,working_capital,south,low
12.86,0.569,18.98,153,1,5.7,mortgage,car,north,low
13.97,0.634,16.31,106,1,9.5,rent,education,east,low
24.84,0.51,13.84,145,2,7.5,rent,medical,north,low
18.61,0.231,30.63,100,0,7.5,mortgage,car,east,low
3.5,0.54,28.45,136,2,6.1,mortgage,medical,east,low
19.1,0.23,36.26,192,1,8.5,mortgage,education,east,low
25.11,0.122,34.51,76,1,9.5,rent,working_capital,north,low
13.0,0.339,7.86,24,0,3.3,rent,working_capital,west,low
29.23,0.216,12.14,156,2,4.3,mortgage,car,east,low
23.99,0.452,23.6,186,2,3.2,rent,consumer,north,low
38.42,0.254,19.88,114,0,12.1,mortgage,car,south,low
21.28,0.12,16.98,20,0,14.2,mortgage,car,west,low
14.63,0.44,11.49,90,0,3.7,mortgage,medical,north,low
14.62,0.502,29.62,173,0,2.4,rent,medical,east,low
14.9,0.337,16.77,223,1,14.6,mortgage,education,west,low
22.5,0.39,20.47,25,2,4.9,rent,medical,south,high
14.3,0.555,8.01,73,4,5.7,mortgage,education,west,high
22.55,0.451,37.47,78,0,10.1,rent,working_capital,east,high
3.5,0.464,4.4,66,0,5.9,mortgage,working_capital,north,high
11.76,0.12,6.01,117,2,8.2,rent,consumer,west,low
18.54,0.276,25.22,205,0,0.8,mortgage,education,north,low
6.34,0.17,30.67,35,1,5.2,rent,education,north,low
10.72,0.363,14.16,139,1,4.4,mortgage,consumer,south,low
12.5,0.325,17.27,11,1,9.6,rent,working_capital,east,low
18.44,0.02,23.82,212,1,2.2,rent,consumer,south,low
31.1,0.298,10.46,37,0,14.7,rent,education,east,low
20.36,0.447,28.89,106,0,5.2,own,car,west,high
20.39,0.515,27.19,19,1,5.8,mortgage,consumer,west,low
12.3,0.447,20.23,172,1,0.0,rent,working_capital,west,low
15.43,0.304,21.15,147,4,3.9,mortgage,medical,west,low
14.59,0.556,29.46,231,0,9.4,own,medical,south,low
25.75,0.883,2.0,151,0,0.0,rent,medical,south,low
12.92,0.459,10.21,39,1,3.9,mortgage,medical,south,high
27.86,0.463,10.6,184,0,2.4,rent,car,east,low
10.82,0.391,39.56,163,0,1.3,rent,consumer,west,high
8.75,0.364,35.92,57,1,8.1,own,education,north,low
11.51,0.317,28.84,180,1,3.4,mortgage,education,south,low
16.59,0.237,27.02,229,1,9.3,rent,education,east,low
17.47,0.532,29.1,62,2,4.3,mortgage,education,north,low
7.26,0.343,31.93,44,0,3.6,mortgage,medical,north,high
26.68,0.54,23.28,89,1,7.2,mortgage,consumer,east,low
6.91,0.747,17.79,128,1,3.9,rent,working_capital,south,high
11.46,0.55,4.64,207,1,12.0,mortgage,medical,north,low
7.52,0.313,24.76,56,0,2.8,rent,education,south,low
29.54,0.396,33.71,234,0,0.0,mortgage,education,south,low
19.78,0.531,2.0,198,0,14.6,mortgage,car,east,low
27.71,0.344,9.24,32,1,1.6,own,working_capital,south,high
25.55,0.44,24.35,51,0,7.8,mortgage,car,west,low
23.75,0.706,23.5,194,0,8.7,rent,car,north,low
22.73,0.155,26.17,91,2,0.0,rent,consumer,south,low
17.92,0.404,20.04,98,0,9.1,rent,medical,north,low
23.0,0.527,16.7,15,0,4.0,mortgage,medical,west,high
21.78,0.369,15.44,33,1,7.1,rent,education,north,low
15.7,0.524,15.82,181,1,7.8,mortgage,consumer,south,low
17.27,0.495,28.77,131,3,8.4,mortgage,car,west,high
24.13,0.409,24.3,203,0,4.2,mortgage,consumer,north,low
4.53,0.311,15.26,35,1,9.7,own,consumer,west,low
3.5,0.187,19.33,74,1,6.0,mortgage,working_capital,south,low
20.85,0.363,27.57,7,1,12.0,mortgage,consumer,east,low
6.56,0.179,36.38,25,3,14.0,mortgage,working_capital,north,high
25.3,0.469,9.29,120,0,12.1,mortgage,consumer,east,low
10.46,0.333,28.63,76,0,10.8,mortgage,medical,east,low
12.02,0.316,25.76,144,1,1.7,rent,medical,east,low
8.58,0.423,14.04,74,2,6.5,rent,education,west,high
21.64,0.31,34.42,35,2,7.0,own,working_capital,west,low
12.45,0.414,22.42,230,1,7.6,mortgage,working_capital,east,low
14.81,0.756,29.39,104,1,3.0,mortgage,working_capital,west,low
15.31,0.36,29.37,189,1,10.8,own,car,west,low
6.55,0.327,21.25,229,3,10.0,own,car,south,low
12.13,0.227,21.36,207,1,14.2,rent,car,south,high
8.07,0.409,15.85,218,1,1.2,own,medical,north,low
22.26,0.379,14.73,18,2,9.1,rent,education,east,low
28.8,0.589,37.56,153,0,8.1,mortgage,education,west,low
18.94,0.263,36.42,187,0,11.4,rent,education,south,low
30.6,0.446,20.93,191,1,0.6,own,car,north,low
3.5,0.138,16.39,200,0,6.3,mortgage,medical,west,low
10.68,0.601,14.07,159,2,6.9,rent,car,north,low
38.8,0.28,27.77,154,0,7.4,mortgage,education,west,low
7.26,0.37,47.37,80,0,7.8,mortgage,medical,west,high
24.1,0.395,29.84,196,2,9.1,mortgage,medical,west,high
11.69,0.703,41.45,3,1,7.0,mortgage,consumer,north,high
15.65,0.378,16.15,230,1,8.3,rent,consumer,south,low
14.96,0.273,30.72,168,0,2.3,rent,working_capital,west,low
19.28,0.355,36.77,152,1,10.6,rent,consumer,south,low
3.5,0.094,14.49,139,0,7.0,mortgage,working_capital,east,low
19.82,0.307,12.49,155,0,15.3,mortgage,working_capital,south,low
5.62,0.356,33.13,32,0,16.9,mortgage,consumer,east,low
10.7,0.389,13.07,213,1,3.4,mortgage,medical,west,low
21.8,0.059,2.31,225,2,17.7,own,working_capital,south,low
12.38,0.272,12.16,59,0,0.0,mortgage,medical,north,low
21.05,0.393,35.1,52,1,0.5,mortgage,education,west,high
22.15,0.19,50.96,206,2,7.8,mortgage,car,north,low
20.7,0.799,31.67,221,0,13.5,rent,education,east,low
29.42,0.612,13.35,3,0,14.2,mortgage,car,south,low
15.91,0.468,18.39,82,1,7.6,mortgage,working_capital,north,low
26.74,0.354,13.41,102,0,7.0,mortgage,car,north,low
25.37,0.135,26.44,189,2,14.0,mortgage,working_capital,north,low
27.01,0.394,18.96,38,1,6.5,mortgage,consumer,south,low
28.47,0.468,26.89,135,1,1.2,rent,medical,east,low
17.12,0.037,26.39,126,1,12.2,own,education,east,low
21.51,0.366,4.89,103,1,2.1,mortgage,medical,south,low
21.16,0.666,35.04,189,2,9.1,rent,consumer,east,low
23.65,0.152,26.76,79,4,8.4,own,consumer,south,low
4.72,0.489,19.82,49,0,10.6,rent,education,east,low
27.73,0.563,44.84,11,0,3.3,rent,consumer,south,high
18.1,0.348,18.02,141,2,6.3,mortgage,car,east,high
5.9,0.786,28.63,152,2,8.7,own,medical,north,low
29.97,0.27,43.52,50,0,8.5,rent,car,north,low
11.27,0.576,22.39,13,1,0.0,rent,consumer,east,low
18.09,0.34,14.3,170,0,4.3,rent,working_capital,south,low
31.18,0.418,18.26,153,1,15.0,own,medical,north,low
7.32,0.57,25.83,213,1,4.7,rent,medical,east,low
16.34,0.516,30.39,192,2,8.3,rent,medical,west,high
22.44,0.447,31.73,229,0,3.3,mortgage,working_capital,east,low
22.27,0.543,20.94,172,0,18.9,mortgage,education,north,low
19.16,0.298,11.77,84,0,0.0,rent,consumer,east,low
13.99,0.02,21.75,70,0,4.4,mortgage,consumer,east,low
10.81,0.118,23.74,175,1,3.9,mortgage,medical,east,low
5.65,0.237,20.01,109,1,11.9,mortgage,working_capital,east,low
21.21,0.523,8.96,66,0,3.6,rent,car,west,low
25.59,0.589,21.53,92,1,3.6,rent,education,east,low
22.69,0.466,28.9,85,0,10.8,mortgage,car,north,low
28.99,0.411,15.33,158,1,2.8,own,working_capital,south,low
27.39,0.461,29.67,68,0,12.7,own,consumer,north,low
18.26,0.326,20.67,221,2,5.7,rent,working_capital,east,high
8.51,0.414,33.92,67,3,10.5,mortgage,medical,north,low
31.07,0.652,18.8,43,1,7.4,rent,working_capital,east,low
18.38,0.353,15.29,45,1,15.4,rent,car,east,low
14.51,0.767,21.93,187,0,9.0,mortgage,consumer,south,low
22.62,0.272,16.73,14,1,1.1,mortgage,medical,east,low
16.66,0.466,30.15,237,1,4.4,own,working_capital,west,low
33.92,0.448,22.35,66,0,1.8,rent,medical,south,low
19.82,0.288,24.93,137,1,5.3,mortgage,working_capital,east,low
9.62,0.626,30.19,129,3,0.0,mortgage,car,south,high
13.39,0.425,22.54,236,1,0.0,mortgage,car,north,low
13.73,0.246,2.0,11,0,7.2,rent,consumer,west,low
10.49,0.151,33.89,138,0,6.3,own,medical,east,low
25.06,0.75,21.32,160,2,0.0,rent,working_capital,west,high
19.44,0.68,25.97,89,1,12.0,own,consumer,south,low
29.31,0.057,23.68,98,0,9.4,rent,medical,south,low
23.58,0.417,42.3,34,0,11.1,mortgage,education,west,low
28.22,0.273,11.75,93,0,4.7,rent,consumer,east,low
13.22,0.373,27.34,129,0,3.1,mortgage,consumer,east,low
6.62,0.568,18.48,31,1,13.1,mortgage,consumer,west,low
10.88,0.472,28.54,136,2,7.6,mortgage,car,north,low
13.08,0.456,18.09,13,0,12.8,rent,consumer,west,high
11.12,0.419,20.47,177,0,0.5,mortgage,car,north,low
19.7,0.118,29.19,63,0,6.5,rent,medical,east,low
14.11,0.487,17.09,62,1,12.2,own,education,north,low
15.72,0.106,12.16,80,1,0.5,own,car,east,low
12.59,0.213,21.94,213,0,5.5,mortgage,working_capital,south,low
19.79,0.564,19.05,132,0,5.5,mortgage,working_capital,north,low
9.15,0.074,22.34,237,1,6.4,rent,consumer,west,high
28.71,0.783,13.15,213,2,3.0,rent,consumer,west,low
14.11,0.485,33.26,73,0,11.3,rent,medical,east,low
15.07,0.455,2.0,136,2,7.7,mortgage,working_capital,west,low
19.73,0.262,9.06,159,1,2.8,own,working_capital,south,low
11.73,0.589,13.09,42,0,3.7,rent,car,north,high
19.5,0.054,41.62,171,3,4.1,rent,education,east,low
12.18,0.329,22.03,142,1,16.4,own,education,south,low
25.99,0.256,28.48,64,2,10.3,rent,working_capital,north,low
10.77,0.519,30.82,64,2,3.9,mortgage,consumer,west,high
19.16,0.494,15.72,179,0,13.1,mortgage,medical,north,low
28.67,0.436,36.21,7,2,11.2,mortgage,working_capital,north,low
7.09,0.297,29.5,55,1,4.7,mortgage,medical,north,low
9.46,0.068,22.32,8,1,0.0,rent,car,west,high
15.29,0.349,10.2,32,1,0.0,rent,medical,west,high
19.22,0.198,33.9,48,0,1.3,rent,medical,east,low
20.32,0.363,43.56,75,1,10.4,rent,car,west,low
21.35,0.358,14.78,58,3,10.6,mortgage,working_capital,north,low
18.09,0.324,22.19,118,1,2.5,rent,medical,north,low
16.85,0.485,29.36,73,0,8.9,own,medical,east,low
14.13,0.794,11.06,113,2,2.9,rent,medical,west,low
25.83,0.617,17.3,37,1,6.3,mortgage,car,east,low
24.06,0.028,19.26,172,0,4.4,mortgage,medical,west,low
17.54,0.782,45.08,224,1,6.4,rent,medical,north,low
15.58,0.347,28.99,140,1,4.0,rent,working_capital,east,low
15.86,0.266,18.86,102,0,1.5,mortgage,car,north,low
