tenure_months,monthly_fee,support_calls_90d,data_usage_gb,payment_delay_days,satisfaction_score,contract_type,internet_type,city_tier,auto_pay,senior_customer,churn
38,93.44,0,19.43,2,4.07,one_year,fiber,tier_1,yes,yes,no
8,119.61,1,152.96,1,5.01,month_to_month,broadband,tier_3,yes,no,yes
19,114.17,2,217.19,2,6.9,two_year,broadband,tier_1,yes,no,yes
20,61.41,3,132.17,2,8.63,one_year,fiber,tier_3,yes,no,no
28,70.56,3,149.31,1,7.43,one_year,broadband,tier_2,no,no,yes
6,104.22,2,117.84,4,8.99,two_year,broadband,tier_1,yes,yes,yes
45,80.43,0,134.27,2,6.43,month_to_month,mobile,tier_3,no,no,no
40,86.63,4,152.67,3,4.48,one_year,broadband,tier_2,yes,no,no
61,71.68,0,192.84,4,9.18,two_year,mobile,tier_3,yes,no,no
1,78.6,0,116.2,1,7.61,month_to_month,mobile,tier_3,yes,yes,no
49,106.18,1,138.9,2,7.12,two_year,fiber,tier_3,yes,no,no
69,93.72,1,217.53,3,7.72,month_to_month,fiber,tier_3,yes,no,no
62,102.3,0,161.62,2,5.4,month_to_month,fiber,tier_2,yes,no,no
59,109.28,1,175.17,2,5.34,month_to_month,broadband,tier_3,no,no,yes
71,58.9,1,173.55,1,4.63,month_to_month,fiber,tier_1,yes,no,no
43,93.18,1,148.82,1,6.34,one_year,mobile,tier_3,no,yes,yes
13,92.37,6,154.82,2,5.67,month_to_month,fiber,tier_1,no,no,yes
52,100.09,0,123.47,2,6.4,two_year,broadband,tier_2,yes,no,no
56,110.58,2,143.85,2,9.14,one_year,fiber,tier_2,no,no,yes
63,87.43,0,223.26,2,3.92,one_year,broadband,tier_1,yes,no,no
42,63.13,2,151.62,2,5.67,month_to_month,fiber,tier_2,yes,no,no
68,107.31,1,120.96,4,7.92,one_year,mobile,tier_3,yes,no,no
1,54.91,3,103.2,0,7.72,month_to_month,fiber,tier_1,yes,no,yes
39,71.33,3,116.96,2,5.72,month_to_month,fiber,tier_1,no,yes,yes
9,54.19,2,113.14,0,4.42,one_year,broadband,tier_2,no,no,yes
58,118.62,1,57.72,3,6.91,month_to_month,mobile,tier_3,no,no,yes
38,33.39,0,73.01,1,5.69,one_year,broadband,tier_1,no,yes,no
26,102.17,1,129.1,4,7.6,one_year,fiber,tier_3,yes,no,no
7,70.62,4,156.5,2,5.58,two_year,fiber,tier_1,yes,no,yes
22,91.81,1,72.52,1,6.32,month_to_month,fiber,tier_1,yes,no,yes
71,64.85,1,104.21,1,5.61,month_to_month,broadband,tier_1,yes,no,no
21,95.97,3,134.6,1,9.05,one_year,mobile,tier_1,yes,no,yes
22,59.58,4,96.62,3,6.64,two_year,fiber,tier_2,no,no,yes
2,79.46,1,44.27,2,7.21,one_year,mobile,tier_2,yes,no,yes
22,84.85,2,154.2,6,4.29,month_to_month,fiber,tier_2,no,no,yes
45,117.72,0,116.35,2,7.06,two_year,mobile,tier_1,no,yes,no
36,114.17,5,124.14,4,4.66,month_to_month,broadband,tier_3,yes,no,yes
33,128.64,4,148.99,7,4.65,month_to_month,broadband,tier_1,no,no,yes
12,60.65,1,109.33,2,6.28,month_to_month,broadband,tier_2,yes,no,no
24,72.2,1,134.64,1,6.09,month_to_month,mobile,tier_3,no,no,no
21,78.51,0,169.25,1,5.18,month_to_month,fiber,tier_1,no,no,no
62,89.66,3,188.43,5,4.59,one_year,fiber,tier_2,yes,no,yes
66,93.13,0,149.07,2,4.55,month_to_month,broadband,tier_3,no,no,yes
10,100.81,0,88.79,2,8.99,month_to_month,mobile,tier_2,no,yes,no
26,98.34,1,118.97,1,7.55,one_year,fiber,tier_3,no,no,yes
67,86.03,1,185.23,2,5.95,month_to_month,mobile,tier_1,no,no,yes
48,109.17,1,145.08,1,5.74,month_to_month,broadband,tier_2,no,yes,no
7,70.54,3,211.08,1,6.99,month_to_month,fiber,tier_1,yes,no,no
26,79.29,5,140.32,3,5.24,month_to_month,broadband,tier_1,no,no,yes
58,101.53,1,155.04,5,8.26,month_to_month,broadband,tier_2,yes,no,no
21,101.95,3,157.06,3,4.52,one_year,fiber,tier_2,yes,no,yes
56,110.45,1,168.06,4,7.51,month_to_month,mobile,tier_2,no,no,yes
71,108.51,3,136.62,5,3.89,month_to_month,fiber,tier_1,yes,no,no
33,89.41,1,171.57,0,6.94,one_year,broadband,tier_1,yes,no,no
54,93.86,2,199.15,5,5.76,month_to_month,broadband,tier_2,yes,no,no
11,71.91,1,152.97,2,7.29,month_to_month,mobile,tier_2,no,no,no
28,90.24,2,145.24,0,6.44,month_to_month,fiber,tier_3,yes,yes,no
34,122.1,1,100.6,3,5.78,one_year,broadband,tier_3,yes,no,no
65,103.34,3,208.29,5,4.87,month_to_month,mobile,tier_2,yes,no,yes
30,72.65,2,189.13,6,5.6,one_year,broadband,tier_2,yes,no,yes
37,72.33,0,92.31,2,7.54,two_year,broadband,tier_2,yes,no,no
25,108.91,2,127.8,4,9.09,one_year,fiber,tier_1,no,yes,yes
35,105.14,1,196.66,1,5.89,month_to_month,mobile,tier_2,yes,no,no
33,66.5,1,174.42,3,7.07,month_to_month,broadband,tier_1,yes,no,no
60,95.23,2,94.6,2,4.14,month_to_month,fiber,tier_3,no,no,yes
27,79.1,2,143.5,2,8.1,one_year,broadband,tier_3,no,yes,no
41,55.21,2,97.75,2,7.7,two_year,fiber,tier_1,no,yes,yes
1,97.03,0,223.23,0,9.25,two_year,mobile,tier_2,no,no,no
12,122.39,1,102.0,3,7.95,month_to_month,broadband,tier_3,no,no,yes
37,120.26,2,63.6,4,4.62,month_to_month,fiber,tier_1,no,no,no
3,97.55,0,143.92,2,6.39,two_year,broadband,tier_3,yes,yes,no
39,101.1,1,185.54,2,7.96,two_year,broadband,tier_3,no,no,no
56,61.78,2,73.32,1,5.99,month_to_month,fiber,tier_1,yes,no,yes
10,97.03,1,135.78,3,7.63,month_to_month,broadband,tier_2,yes,no,yes
23,60.2,1,145.22,1,7.73,one_year,broadband,tier_1,yes,no,no
50,77.5,2,80.04,3,7.42,month_to_month,fiber,tier_1,no,no,yes
4,96.23,1,82.31,2,6.55,two_year,fiber,tier_1,yes,no,yes
32,78.54,1,166.18,1,4.66,month_to_month,broadband,tier_2,no,no,no
31,97.71,3,193.3,4,5.12,one_year,fiber,tier_3,yes,no,yes
69,70.53,1,92.15,1,8.64,one_year,broadband,tier_3,no,no,no
56,96.12,0,57.75,4,7.7,month_to_month,fiber,tier_1,yes,no,yes
35,135.39,0,181.06,4,7.81,one_year,fiber,tier_1,yes,no,no
61,117.49,3,103.5,5,6.22,month_to_month,broadband,tier_1,yes,no,no
14,128.28,1,123.14,3,7.3,two_year,broadband,tier_3,no,no,yes
18,122.78,4,83.96,3,6.0,month_to_month,broadband,tier_2,no,no,no
27,107.38,1,82.79,7,7.89,month_to_month,fiber,tier_1,yes,no,yes
8,81.01,2,171.49,1,5.59,one_year,fiber,tier_2,yes,no,yes
51,111.54,1,126.8,1,4.68,two_year,mobile,tier_2,no,no,yes
28,77.09,4,59.91,1,5.29,month_to_month,fiber,tier_2,yes,yes,yes
32,49.74,0,82.57,1,6.43,two_year,fiber,tier_2,yes,no,no
61,71.03,2,161.61,2,8.04,month_to_month,broadband,tier_2,yes,yes,no
62,78.38,2,156.95,1,5.46,month_to_month,fiber,tier_2,yes,yes,yes
42,98.59,0,126.32,1,3.01,month_to_month,broadband,tier_2,no,yes,yes
28,98.0,1,94.12,1,7.26,one_year,fiber,tier_2,yes,no,yes
41,134.44,7,14.78,1,7.64,month_to_month,fiber,tier_3,yes,no,yes
44,95.23,3,112.7,2,5.06,month_to_month,fiber,tier_1,no,no,no
30,49.11,2,160.8,0,4.92,two_year,fiber,tier_3,yes,no,no
41,67.96,2,154.87,1,8.15,two_year,fiber,tier_3,yes,no,no
38,136.01,2,109.57,0,2.84,two_year,broadband,tier_3,yes,no,no
15,105.4,1,138.66,4,6.78,one_year,mobile,tier_3,yes,no,yes
63,85.75,3,118.31,0,5.83,month_to_month,fiber,tier_1,yes,yes,no
27,121.45,2,70.51,4,5.84,month_to_month,mobile,tier_3,yes,no,no
43,125.28,2,80.67,2,4.23,one_year,mobile,tier_1,yes,no,no
66,97.63,0,120.96,4,5.72,one_year,mobile,tier_3,yes,no,no
21,50.74,0,100.06,2,8.99,month_to_month,mobile,tier_1,yes,yes,no
33,79.65,3,147.6,1,3.91,month_to_month,broadband,tier_2,no,no,no
66,72.34,2,171.87,4,6.17,two_year,broadband,tier_1,yes,no,no
30,80.88,3,89.29,2,6.87,one_year,fiber,tier_3,yes,yes,no
56,57.1,2,142.22,0,7.5,two_year,mobile,tier_2,yes,no,no
17,108.14,2,52.62,2,6.62,month_to_month,broadband,tier_2,yes,no,no
40,76.88,3,50.92,0,5.3,one_year,broadband,tier_2,yes,no,no
23,61.95,1,107.26,3,6.51,month_to_month,broadband,tier_2,no,no,yes
14,121.01,2,143.32,2,6.03,month_to_month,mobile,tier_2,yes,no,yes
29,84.68,1,128.2,0,4.83,one_year,broadband,tier_2,yes,no,no
70,92.25,2,135.04,1,6.8,one_year,broadband,tier_1,yes,no,no
70,77.82,0,118.21,0,8.08,one_year,broadband,tier_2,yes,no,no
14,80.99,2,180.55,5,5.3,one_year,mobile,tier_2,yes,no,no
27,40.92,4,96.4,0,5.26,month_to_month,fiber,tier_2,yes,no,no
71,92.64,3,39.04,3,6.15,month_to_month,fiber,tier_3,yes,no,no
57,92.81,2,109.87,1,6.04,two_year,mobile,tier_2,yes,no,no
67,90.1,2,181.61,2,7.8,one_year,mobile,tier_2,yes,yes,no
17,103.83,1,132.9,2,7.15,month_to_month,broadband,tier_2,yes,yes,no
56,43.24,2,47.98,3,6.79,one_year,broadband,tier_1,yes,no,no
8,77.57,0,104.74,2,9.08,one_year,mobile,tier_2,yes,no,yes
17,110.3,3,108.32,3,7.29,month_to_month,broadband,tier_3,yes,no,yes
43,89.93,1,187.05,3,5.13,two_year,fiber,tier_1,no,yes,no
28,65.53,1,123.75,2,9.55,two_year,broadband,tier_3,yes,no,no
12,91.76,0,176.91,0,4.87,month_to_month,fiber,tier_2,no,no,yes
28,48.95,3,129.9,2,7.04,month_to_month,broadband,tier_3,yes,yes,no
16,57.8,0,39.34,4,7.84,two_year,fiber,tier_2,yes,no,no
26,58.67,1,166.1,4,10.0,month_to_month,broadband,tier_2,yes,no,no
8,107.23,2,117.37,6,5.57,month_to_month,fiber,tier_3,no,no,yes
8,104.48,0,164.39,3,7.46,month_to_month,fiber,tier_2,yes,no,yes
17,77.54,3,132.51,1,8.31,month_to_month,broadband,tier_1,yes,no,yes
27,88.52,1,173.78,4,4.67,month_to_month,fiber,tier_2,yes,yes,yes
2,91.23,5,174.36,1,3.94,month_to_month,mobile,tier_3,no,yes,yes
4,83.66,2,107.93,2,7.94,one_year,fiber,tier_3,no,yes,yes
40,118.85,4,159.58,3,7.19,month_to_month,fiber,tier_3,yes,no,yes
27,91.81,2,144.84,1,4.06,month_to_month,broadband,tier_3,yes,no,no
47,77.19,0,229.09,4,7.28,one_year,broadband,tier_2,yes,no,no
12,70.99,2,150.73,0,7.15,month_to_month,fiber,tier_2,no,no,yes
52,59.88,1,140.81,3,7.87,month_to_month,fiber,tier_3,no,no,no
48,88.66,0,149.52,3,4.33,month_to_month,fiber,tier_1,no,yes,no
1,85.17,1,72.47,1,8.0,month_to_month,mobile,tier_2,yes,no,yes
62,74.57,3,40.6,0,5.03,two_year,fiber,tier_1,yes,yes,no
1,80.28,1,115.41,0,6.11,month_to_month,fiber,tier_2,yes,no,no
67,61.3,2,133.29,1,2.99,month_to_month,fiber,tier_3,no,no,no
22,92.86,1,73.83,2,8.47,month_to_month,mobile,tier_1,no,no,yes
43,104.38,2,48.3,2,5.53,one_year,fiber,tier_3,yes,yes,yes
22,137.65,4,175.58,4,6.7,two_year,fiber,tier_1,yes,no,yes
24,73.56,1,108.61,2,5.11,month_to_month,fiber,tier_3,yes,no,no
45,130.08,2,87.78,4,5.72,month_to_month,fiber,tier_3,yes,no,yes
65,76.1,2,97.2,2,5.99,two_year,fiber,tier_3,yes,no,no
19,51.26,0,125.25,1,4.96,two_year,broadband,tier_3,yes,no,yes
64,30.62,1,202.37,3,6.69,month_to_month,broadband,tier_3,no,no,yes
12,38.74,1,38.47,3,7.11,two_year,fiber,tier_2,yes,no,no
35,86.7,2,85.85,0,7.21,two_year,fiber,tier_3,yes,no,yes
69,101.49,4,166.26,4,8.5,one_year,fiber,tier_2,yes,no,yes
51,100.99,2,139.3,2,6.87,month_to_month,mobile,tier_3,no,no,no
1,132.64,4,132.11,1,4.97,one_year,fiber,tier_3,yes,no,yes
60,174.16,3,137.16,5,3.54,month_to_month,fiber,tier_1,no,no,yes
56,98.41,1,138.42,2,8.19,one_year,broadband,tier_3,no,no,no
35,90.9,3,98.53,1,7.21,one_year,mobile,tier_2,no,no,yes
55,64.5,3,78.63,4,6.61,month_to_month,mobile,tier_2,yes,no,yes
11,75.57,0,217.51,4,6.24,month_to_month,fiber,tier_3,no,yes,yes
10,124.12,2,92.92,3,8.31,two_year,mobile,tier_3,no,no,yes
55,105.92,5,90.9,4,5.85,two_year,broadband,tier_1,no,no,yes
60,101.82,6,90.01,1,6.05,one_year,broadband,tier_1,no,no,no
35,114.76,4,145.12,3,6.39,one_year,fiber,tier_1,no,no,no
67,85.88,1,76.42,5,5.97,two_year,broadband,tier_1,yes,no,no
36,87.26,3,146.39,3,5.31,month_to_month,broadband,tier_1,no,no,no
48,94.3,3,173.06,1,4.13,two_year,fiber,tier_2,yes,no,no
57,112.86,0,114.87,3,4.3,month_to_month,fiber,tier_2,no,no,no
35,121.64,3,156.07,2,8.66,month_to_month,fiber,tier_3,yes,no,yes
61,42.71,1,140.26,1,3.2,month_to_month,mobile,tier_3,no,no,no
2,114.99,1,80.04,2,5.46,two_year,mobile,tier_3,yes,yes,yes
10,70.18,2,139.04,3,4.03,month_to_month,fiber,tier_3,yes,no,yes
27,123.53,3,152.91,4,7.72,month_to_month,mobile,tier_2,yes,no,no
24,101.87,4,104.49,3,5.47,one_year,fiber,tier_2,yes,no,yes
63,75.23,3,117.65,2,5.97,one_year,broadband,tier_3,yes,yes,no
29,80.48,2,149.87,2,5.34,month_to_month,broadband,tier_3,no,no,no
20,73.76,0,176.55,1,8.14,one_year,broadband,tier_1,no,no,no
3,107.31,1,114.59,1,4.84,month_to_month,broadband,tier_3,yes,no,no
37,63.99,1,80.64,3,7.63,month_to_month,mobile,tier_1,yes,no,no
65,97.11,2,108.59,3,3.2,two_year,broadband,tier_1,yes,no,no
51,63.58,4,199.57,3,5.21,one_year,mobile,tier_1,yes,no,no
55,49.98,3,150.69,1,3.15,one_year,fiber,tier_2,no,no,yes
20,89.16,2,140.58,3,6.02,two_year,broadband,tier_2,no,no,no
62,106.2,1,150.52,2,5.97,month_to_month,fiber,tier_3,yes,no,no
1,100.53,0,101.36,1,5.59,month_to_month,mobile,tier_2,yes,no,yes
2,109.93,1,23.33,1,5.11,month_to_month,mobile,tier_3,yes,no,yes
59,66.6,0,139.69,5,8.02,month_to_month,fiber,tier_1,yes,no,no
5,98.68,1,98.75,1,5.85,one_year,broadband,tier_3,yes,no,yes
53,71.47,1,159.21,4,7.76,month_to_month,fiber,tier_3,no,no,no
47,72.96,3,138.62,1,6.78,two_year,fiber,tier_2,no,no,no
21,116.85,2,105.0,1,2.46,month_to_month,mobile,tier_2,no,no,no
35,64.14,1,110.04,0,7.14,month_to_month,fiber,tier_2,no,no,no
22,63.89,1,156.56,4,7.42,month_to_month,fiber,tier_3,yes,no,no
34,109.27,2,146.74,7,7.31,month_to_month,mobile,tier_1,yes,no,yes
21,68.14,3,134.31,3,5.73,month_to_month,fiber,tier_3,yes,no,yes
7,97.66,1,118.34,3,4.66,two_year,broadband,tier_3,no,no,no
3,136.09,5,49.08,2,5.68,month_to_month,fiber,tier_3,yes,no,no
65,75.06,1,120.51,3,7.61,month_to_month,broadband,tier_2,yes,yes,yes
31,89.8,2,92.8,0,5.33,two_year,mobile,tier_3,yes,no,no
44,87.47,0,80.08,3,3.81,month_to_month,broadband,tier_2,no,yes,no
56,90.6,3,97.08,4,5.64,two_year,fiber,tier_3,no,no,yes
47,77.17,1,80.3,4,4.58,month_to_month,mobile,tier_3,no,no,no
48,86.42,3,107.18,3,7.28,one_year,mobile,tier_1,yes,no,no
42,134.64,3,88.29,4,7.67,two_year,fiber,tier_1,no,yes,no
57,110.86,1,133.5,1,6.61,two_year,fiber,tier_1,yes,no,no
14,86.7,2,221.73,2,4.51,one_year,mobile,tier_3,yes,yes,no
42,40.57,1,184.19,3,5.47,two_year,fiber,tier_3,no,no,no
53,79.2,2,142.86,4,5.26,one_year,fiber,tier_1,yes,no,no
61,86.42,3,154.84,2,8.12,two_year,mobile,tier_3,yes,no,no
42,62.75,3,81.28,2,5.99,month_to_month,fiber,tier_2,no,no,no
58,94.41,0,68.61,3,7.16,month_to_month,broadband,tier_2,no,no,no
10,55.26,2,248.97,2,9.1,two_year,fiber,tier_2,yes,no,no
5,120.34,2,134.91,2,3.75,month_to_month,broadband,tier_3,no,yes,yes
20,70.2,5,79.04,2,9.5,two_year,fiber,tier_3,no,no,no
44,89.21,5,61.71,4,9.1,two_year,broadband,tier_1,yes,no,yes
34,101.58,1,64.14,2,9.42,month_to_month,fiber,tier_2,no,no,no
54,76.4,4,217.04,3,7.53,month_to_month,mobile,tier_2,yes,no,no
51,75.0,0,173.31,2,5.15,month_to_month,fiber,tier_3,no,no,no
23,74.49,1,96.22,1,7.19,month_to_month,fiber,tier_3,no,no,yes
4,80.75,1,178.62,3,7.53,two_year,broadband,tier_2,no,no,yes
33,49.25,3,218.95,1,6.31,month_to_month,broadband,tier_2,yes,no,no
43,98.28,3,166.34,4,5.69,one_year,broadband,tier_2,no,no,no
51,102.29,3,130.04,2,4.31,month_to_month,broadband,tier_2,yes,no,no
46,81.13,0,82.48,2,6.86,month_to_month,broadband,tier_2,yes,no,yes
33,122.63,3,67.76,4,5.54,month_to_month,fiber,tier_3,yes,yes,no
26,139.85,2,137.12,2,5.67,month_to_month,fiber,tier_1,yes,yes,yes
24,62.19,2,101.58,0,8.16,month_to_month,mobile,tier_3,no,no,no
35,43.57,2,76.29,0,6.51,month_to_month,mobile,tier_3,no,yes,no
2,65.85,2,125.91,1,3.48,month_to_month,broadband,tier_2,yes,no,yes
34,87.52,0,79.11,0,4.92,month_to_month,broadband,tier_2,yes,no,yes
20,90.42,2,152.86,0,8.12,month_to_month,fiber,tier_1,yes,no,no
33,65.7,2,82.32,3,3.67,month_to_month,broadband,tier_2,yes,no,no
25,123.52,1,127.7,1,2.9,two_year,fiber,tier_2,no,no,yes
64,68.73,4,159.11,1,8.26,month_to_month,fiber,tier_3,no,no,yes
57,104.69,1,110.98,3,6.27,one_year,fiber,tier_3,yes,no,no
39,74.21,1,45.21,2,7.27,two_year,mobile,tier_1,yes,no,no
44,104.44,2,95.39,2,9.28,two_year,broadband,tier_1,yes,no,yes
63,91.84,2,76.43,5,6.73,one_year,fiber,tier_2,no,yes,yes
24,94.71,2,86.97,0,4.19,two_year,broadband,tier_1,yes,no,no
15,129.34,1,123.83,1,4.71,two_year,fiber,tier_3,no,no,yes
53,97.98,0,114.89,2,6.47,one_year,fiber,tier_1,yes,no,yes
63,68.72,1,157.06,4,4.5,month_to_month,broadband,tier_2,yes,no,no
54,98.44,2,115.99,2,10.0,month_to_month,fiber,tier_3,no,no,yes
48,63.26,0,116.84,3,5.96,month_to_month,broadband,tier_3,no,no,yes
47,38.93,2,139.11,1,5.86,month_to_month,broadband,tier_3,yes,yes,no
22,76.54,2,99.92,6,7.98,two_year,broadband,tier_2,yes,no,yes
9,47.56,1,153.77,2,8.11,two_year,fiber,tier_3,yes,no,no
24,110.34,0,109.18,3,7.16,month_to_month,broadband,tier_2,yes,no,no
27,93.14,0,128.37,2,5.61,month_to_month,mobile,tier_1,no,no,no
53,58.48,3,101.31,3,7.19,month_to_month,broadband,tier_3,yes,yes,no
10,103.18,0,137.72,2,4.32,month_to_month,fiber,tier_2,no,no,yes
32,105.06,1,82.38,1,7.05,two_year,fiber,tier_3,no,no,no
24,34.58,4,63.49,2,6.27,one_year,fiber,tier_2,yes,no,no
37,60.64,1,206.7,3,6.79,one_year,broadband,tier_2,yes,yes,no
21,109.71,3,160.13,2,5.84,month_to_month,fiber,tier_2,no,no,no
25,41.09,0,146.89,2,5.26,month_to_month,fiber,tier_2,no,no,no
41,88.02,1,123.27,4,5.42,one_year,broadband,tier_2,no,no,yes
30,92.49,1,137.21,5,7.64,month_to_month,mobile,tier_2,yes,no,yes
63,109.22,4,173.08,0,6.32,two_year,broadband,tier_3,yes,no,no
55,77.46,1,145.78,4,8.36,two_year,fiber,tier_1,yes,no,no
62,109.54,2,141.42,2,4.69,month_to_month,fiber,tier_2,yes,no,no
28,124.1,0,172.65,2,5.02,one_year,mobile,tier_1,no,no,yes
57,108.25,2,200.71,3,7.88,month_to_month,fiber,tier_2,no,no,yes
14,109.11,3,110.9,1,6.81,month_to_month,fiber,tier_2,yes,no,yes
40,89.57,2,185.79,5,5.39,month_to_month,fiber,tier_1,no,no,yes
17,80.87,0,158.76,1,5.89,month_to_month,mobile,tier_2,yes,no,no
57,89.98,2,167.14,3,5.18,two_year,mobile,tier_3,yes,no,no
37,54.36,3,130.49,1,6.75,two_year,fiber,tier_2,no,no,no
21,85.81,3,106.12,3,7.43,two_year,broadband,tier_3,yes,no,yes
34,95.84,0,88.2,3,7.83,two_year,fiber,tier_3,no,no,no
50,100.89,0,139.28,1,5.25,month_to_month,fiber,tier_3,no,no,no
59,73.78,1,115.55,3,5.85,month_to_month,mobile,tier_3,yes,yes,no
14,88.38,0,78.82,3,5.53,month_to_month,fiber,tier_1,no,no,yes
66,52.14,4,90.33,4,4.87,month_to_month,fiber,tier_2,yes,yes,yes
50,121.98,0,167.39,2,5.13,month_to_month,mobile,tier_3,no,no,yes
43,85.03,1,74.2,2,5.52,two_year,broadband,tier_2,no,no,no
55,50.44,3,137.27,3,5.97,month_to_month,mobile,tier_1,yes,yes,no
71,81.13,3,157.07,1,5.07,one_year,fiber,tier_3,yes,no,yes
19,85.09,1,169.03,0,6.73,one_year,fiber,tier_2,no,yes,no
70,74.34,6,125.19,3,6.22,month_to_month,fiber,tier_2,yes,yes,yes
32,89.07,2,168.17,2,6.44,one_year,fiber,tier_1,yes,no,no
34,75.56,4,112.07,5,6.94,month_to_month,broadband,tier_1,no,yes,yes
39,66.02,4,131.92,2,7.48,one_year,fiber,tier_2,no,no,no
53,107.39,1,103.53,1,6.44,month_to_month,fiber,tier_3,yes,yes,no
30,109.89,2,133.86,1,5.95,two_year,fiber,tier_2,yes,no,yes
15,73.57,0,164.62,3,5.42,two_year,fiber,tier_1,yes,no,no
46,50.23,0,158.3,3,3.8,month_to_month,mobile,tier_2,no,yes,no
47,88.54,4,184.16,2,6.31,one_year,fiber,tier_3,yes,no,no
37,40.16,4,233.24,1,6.18,month_to_month,fiber,tier_2,yes,no,no
17,67.74,3,130.65,0,6.86,month_to_month,broadband,tier_1,no,no,yes
64,62.0,2,197.67,1,4.88,month_to_month,broadband,tier_3,yes,no,no
63,87.14,0,135.74,3,6.55,two_year,fiber,tier_2,yes,yes,yes
8,44.18,2,151.74,4,8.06,month_to_month,broadband,tier_3,no,yes,no
34,116.09,2,171.46,2,4.79,month_to_month,mobile,tier_2,no,no,no
13,86.25,1,130.66,2,5.1,month_to_month,fiber,tier_3,yes,no,yes
22,93.24,1,115.44,2,4.97,two_year,fiber,tier_2,yes,no,yes
54,89.03,1,146.77,2,7.48,month_to_month,broadband,tier_3,no,yes,no
10,73.53,3,162.39,9,7.98,one_year,broadband,tier_1,no,no,yes
39,65.52,1,102.1,4,5.83,month_to_month,mobile,tier_3,yes,no,yes
19,92.3,2,95.47,4,5.83,month_to_month,broadband,tier_2,yes,no,yes
70,112.2,2,207.72,2,4.74,month_to_month,mobile,tier_3,no,no,no
59,102.74,3,79.57,2,8.28,one_year,fiber,tier_1,no,no,no
59,69.82,2,153.21,2,6.59,one_year,mobile,tier_3,no,no,no
21,70.29,0,140.91,2,8.15,one_year,broadband,tier_2,yes,no,yes
42,63.54,4,154.51,1,5.29,month_to_month,broadband,tier_2,yes,no,no
4,133.05,1,178.21,2,6.03,two_year,mobile,tier_2,no,yes,no
45,64.21,2,98.24,3,6.5,month_to_month,broadband,tier_3,no,no,yes
71,101.06,1,174.12,1,4.99,one_year,fiber,tier_2,yes,no,no
58,47.08,2,102.22,5,5.78,one_year,mobile,tier_2,yes,yes,no
63,115.46,2,121.89,1,6.39,month_to_month,broadband,tier_3,yes,no,no
30,109.5,0,110.34,0,5.22,two_year,mobile,tier_1,yes,no,no
17,70.51,1,166.91,0,7.38,month_to_month,mobile,tier_2,yes,no,yes
17,81.26,2,151.65,4,7.79,month_to_month,mobile,tier_3,yes,yes,yes
5,88.7,4,132.55,5,8.49,one_year,fiber,tier_3,yes,no,no
17,142.27,1,104.82,2,4.83,month_to_month,mobile,tier_2,yes,yes,yes
13,97.78,3,140.69,6,5.76,two_year,mobile,tier_2,no,no,no
18,125.84,1,116.23,3,6.08,month_to_month,mobile,tier_1,yes,no,no
37,65.23,3,146.49,1,4.69,one_year,broadband,tier_3,yes,no,yes
68,109.37,1,82.98,4,6.64,one_year,broadband,tier_1,yes,no,yes
21,92.22,2,152.61,1,7.21,month_to_month,fiber,tier_2,yes,no,yes
56,121.25,1,96.11,3,8.25,one_year,fiber,tier_1,yes,no,no
67,86.67,0,64.97,6,4.56,month_to_month,broadband,tier_3,no,no,no
39,112.82,3,171.59,2,6.97,two_year,fiber,tier_1,yes,no,yes
18,92.53,0,136.71,2,4.22,month_to_month,broadband,tier_1,no,no,yes
30,97.68,1,147.29,2,7.3,month_to_month,fiber,tier_3,no,no,yes
65,73.64,3,67.66,5,6.34,two_year,broadband,tier_1,yes,yes,no
43,86.9,1,122.86,1,8.26,one_year,fiber,tier_3,no,no,no
15,124.43,4,157.11,4,4.92,two_year,broadband,tier_2,yes,no,yes
18,53.14,1,131.76,2,4.21,month_to_month,fiber,tier_2,yes,no,no
60,76.59,0,219.61,3,5.91,month_to_month,fiber,tier_2,yes,yes,no
56,93.65,2,146.13,4,6.34,month_to_month,broadband,tier_2,no,no,yes
47,55.54,4,119.46,3,6.87,month_to_month,fiber,tier_3,yes,no,no
69,105.79,3,164.76,2,7.91,month_to_month,mobile,tier_2,no,yes,no
14,61.07,0,128.62,2,4.61,month_to_month,mobile,tier_2,yes,no,no
21,117.32,1,174.5,2,6.57,month_to_month,broadband,tier_2,no,no,yes
68,101.39,3,165.81,3,6.59,month_to_month,mobile,tier_1,yes,no,no
6,77.92,1,177.9,2,6.78,month_to_month,fiber,tier_1,no,no,yes
69,81.95,0,156.81,1,8.18,two_year,fiber,tier_3,yes,no,no
12,108.65,2,87.55,0,5.74,month_to_month,fiber,tier_2,no,no,yes
70,88.29,1,170.51,1,6.7,month_to_month,broadband,tier_1,no,yes,yes
40,85.16,0,147.81,2,7.09,month_to_month,fiber,tier_1,no,no,no
11,139.71,5,187.68,4,3.6,month_to_month,fiber,tier_3,yes,no,yes
13,69.28,4,131.08,4,7.27,month_to_month,broadband,tier_3,yes,yes,yes
60,120.66,0,93.57,2,3.78,month_to_month,fiber,tier_1,yes,no,yes
17,124.4,0,160.82,0,6.91,one_year,broadband,tier_3,yes,no,no
30,121.96,1,70.94,3,4.66,two_year,broadband,tier_3,no,no,yes
61,110.42,4,168.41,1,8.76,month_to_month,fiber,tier_2,no,no,yes
28,56.59,1,147.04,1,5.87,month_to_month,fiber,tier_1,yes,no,yes
29,91.41,1,90.49,1,9.0,two_year,mobile,tier_2,yes,yes,no
