session_duration_min,pages_viewed,past_orders,discount_rate,loyalty_score,traffic_source,membership_tier,device_type,cart_items,order_value
17.23,8,6,0.074,91.7,social,silver,desktop,6,151.09
7.6,14,3,0.015,56.8,organic,gold,tablet,1,106.14
16.32,12,2,0.143,69.4,organic,none,mobile,2,131.63
3.47,12,6,0.142,33.8,organic,none,tablet,3,110.28
9.13,9,4,0.082,44.1,email,gold,tablet,6,127.58
12.33,16,4,0.066,44.9,email,none,mobile,6,140.73
11.07,12,3,0.079,63.9,email,silver,mobile,4,133.75
18.19,10,3,0.093,74.8,social,none,mobile,8,168.74
9.04,12,2,0.108,71.1,social,silver,desktop,6,136.47
21.51,8,6,0.11,55.5,email,silver,mobile,3,148.38
8.08,10,6,0.129,80.0,social,silver,desktop,4,137.17
7.45,10,6,0.055,76.2,organic,silver,mobile,5,146.89
13.38,6,3,0.059,72.7,email,none,desktop,2,134.37
1.0,10,8,0.103,31.3,ads,none,desktop,3,103.15
12.3,17,7,0.048,75.6,ads,none,desktop,9,200.8
7.77,9,4,0.11,45.6,email,gold,mobile,2,141.59
21.72,8,6,0.185,74.5,ads,none,desktop,6,142.66
12.2,8,6,0.099,56.8,ads,silver,desktop,7,120.07
15.47,12,5,0.123,59.9,organic,silver,mobile,3,154.17
15.58,7,5,0.01,49.2,social,silver,desktop,3,123.87
20.92,15,1,0.136,100.0,organic,none,mobile,3,176.77
10.35,17,3,0.086,37.1,social,gold,mobile,6,175.79
11.75,8,6,0.096,64.2,ads,none,mobile,6,151.74
9.43,9,7,0.098,43.7,ads,silver,mobile,3,116.48
12.48,10,10,0.065,64.8,organic,silver,desktop,4,153.41
9.86,11,4,0.045,91.2,ads,gold,mobile,6,168.0
21.74,6,2,0.112,54.6,ads,silver,desktop,6,155.96
6.58,9,4,0.093,18.6,email,silver,desktop,3,81.62
7.51,15,3,0.148,28.1,ads,gold,mobile,4,133.4
9.78,19,7,0.067,49.0,email,none,mobile,7,162.67
17.97,17,2,0.15,45.2,organic,silver,desktop,3,157.66
11.36,10,3,0.102,14.6,social,silver,desktop,5,133.22
14.3,9,1,0.027,51.2,organic,none,desktop,6,109.14
13.52,10,5,0.086,72.2,email,none,mobile,2,132.87
23.0,12,1,0.003,13.9,ads,gold,mobile,9,163.38
8.53,8,6,0.152,28.3,email,silver,desktop,5,140.0
10.65,7,2,0.088,54.1,email,silver,mobile,3,96.94
12.15,9,3,0.192,47.1,social,gold,desktop,8,169.35
21.56,8,6,0.095,64.1,ads,none,mobile,2,148.16
10.72,15,4,0.101,58.7,organic,none,desktop,2,114.44
9.82,10,1,0.095,36.3,organic,silver,mobile,5,115.83
13.33,12,5,0.03,69.7,organic,silver,mobile,8,153.59
5.0,12,8,0.07,82.6,ads,none,desktop,5,151.19
11.69,11,2,0.201,40.5,organic,gold,mobile,5,169.66
22.02,8,7,0.205,57.1,organic,silver,desktop,3,129.95
15.32,15,4,0.072,86.4,email,none,desktop,2,150.05
10.36,10,4,0.122,52.0,email,none,mobile,2,126.72
6.18,4,5,0.052,27.5,organic,none,desktop,3,85.7
10.43,7,2,0.103,76.3,ads,none,mobile,5,122.17
12.5,9,6,0.062,68.5,ads,gold,tablet,4,160.59
11.63,4,6,0.087,85.9,ads,gold,tablet,2,129.72
9.47,6,4,0.0,65.8,email,none,mobile,2,72.74
6.46,11,8,0.065,100.0,email,none,tablet,6,163.81
14.67,12,5,0.103,46.0,ads,none,desktop,6,175.72
1.0,12,4,0.073,65.6,social,silver,desktop,4,144.0
5.22,12,6,0.171,87.2,organic,none,mobile,1,121.08
11.42,12,8,0.108,82.1,ads,none,desktop,3,166.2
6.44,5,3,0.126,28.7,ads,none,mobile,5,90.25
11.74,10,4,0.145,54.0,ads,none,desktop,1,112.84
5.69,5,7,0.053,59.0,organic,silver,mobile,4,112.84
19.58,16,3,0.14,86.2,social,none,desktop,7,177.04
16.07,11,6,0.169,84.4,organic,silver,mobile,3,170.89
7.02,7,4,0.095,68.9,organic,gold,mobile,2,126.17
8.57,8,1,0.108,52.8,social,gold,mobile,2,100.88
24.84,8,6,0.095,71.1,email,silver,desktop,4,154.16
9.41,7,3,0.071,63.0,email,silver,desktop,7,136.45
1.3,15,6,0.021,44.6,email,none,tablet,6,132.08
15.65,6,4,0.099,57.7,organic,silver,mobile,1,110.56
21.89,8,2,0.091,90.0,email,gold,desktop,3,171.55
12.17,7,2,0.065,73.4,email,gold,mobile,5,142.89
3.39,8,7,0.106,67.8,social,none,mobile,5,124.07
8.07,8,4,0.124,74.3,ads,silver,desktop,4,146.4
17.33,12,5,0.035,100.0,social,silver,mobile,4,168.4
14.16,11,4,0.082,54.7,ads,gold,desktop,6,154.55
14.69,14,2,0.079,62.9,ads,none,mobile,4,128.33
23.59,5,4,0.119,57.4,social,silver,mobile,4,145.87
17.63,7,7,0.141,70.1,email,silver,mobile,3,167.97
9.93,6,5,0.098,47.1,ads,gold,desktop,4,148.88
10.14,8,1,0.097,41.1,organic,silver,mobile,6,104.76
3.68,7,6,0.081,53.4,email,none,desktop,4,88.37
10.45,9,2,0.115,53.8,organic,none,desktop,5,115.39
17.38,11,9,0.107,76.2,ads,none,mobile,5,164.14
13.7,10,5,0.172,61.8,email,silver,desktop,4,148.87
8.44,12,4,0.088,51.1,ads,none,desktop,1,98.77
14.44,11,8,0.019,89.1,email,none,mobile,4,165.24
5.46,9,4,0.087,72.0,organic,gold,tablet,5,162.24
10.3,4,3,0.114,40.9,social,none,mobile,5,95.51
17.94,10,8,0.098,77.7,ads,silver,mobile,2,137.71
16.06,9,6,0.041,54.7,social,silver,mobile,2,142.76
14.02,7,2,0.049,53.8,social,none,mobile,6,123.59
7.53,9,0,0.0,48.4,organic,silver,mobile,2,113.16
16.81,7,8,0.082,64.4,organic,silver,desktop,5,160.97
17.42,7,2,0.017,58.6,organic,gold,tablet,5,147.63
8.3,12,1,0.001,37.4,social,silver,mobile,3,116.83
7.08,11,5,0.059,75.7,ads,none,desktop,7,149.48
18.94,13,2,0.08,62.7,ads,silver,mobile,5,169.54
6.76,13,6,0.152,38.8,social,silver,desktop,1,125.06
7.85,10,3,0.202,50.7,ads,silver,mobile,5,149.6
5.37,11,3,0.082,64.7,ads,silver,desktop,6,139.78
9.58,11,5,0.063,37.6,ads,none,mobile,3,111.25
22.31,6,5,0.162,39.6,social,silver,mobile,7,141.75
8.38,10,4,0.054,41.5,organic,none,mobile,2,104.08
11.58,11,3,0.09,58.1,email,silver,tablet,5,131.48
10.18,11,4,0.058,41.9,social,silver,mobile,7,142.87
1.0,8,8,0.109,71.6,organic,gold,tablet,4,137.31
13.36,9,3,0.003,64.9,email,silver,mobile,3,110.13
17.63,6,5,0.116,38.2,ads,none,mobile,1,101.66
1.66,9,5,0.151,80.1,organic,silver,desktop,5,141.93
13.35,8,8,0.092,38.5,social,none,tablet,7,142.36
4.53,8,4,0.057,70.8,organic,none,desktop,7,122.33
4.37,10,3,0.144,58.5,social,none,desktop,3,98.95
24.29,7,4,0.206,63.3,organic,none,mobile,7,158.84
12.96,8,5,0.184,62.7,ads,none,mobile,3,144.88
10.84,19,3,0.056,62.4,ads,gold,mobile,8,195.82
16.43,8,5,0.03,70.3,ads,none,mobile,2,118.57
12.71,11,5,0.091,60.6,ads,none,desktop,3,141.62
21.35,18,6,0.045,44.2,ads,none,desktop,5,181.22
5.13,12,3,0.071,91.6,organic,gold,tablet,5,172.62
18.78,10,4,0.141,57.8,ads,none,mobile,5,141.43
4.63,14,6,0.028,69.2,organic,none,mobile,3,138.69
13.2,14,4,0.089,83.8,ads,none,desktop,3,159.38
15.64,14,4,0.06,23.3,social,none,tablet,3,136.95
20.83,16,5,0.086,87.3,social,silver,tablet,6,178.97
9.47,9,3,0.038,28.3,ads,silver,mobile,3,79.39
13.99,14,5,0.094,42.5,social,none,desktop,5,158.08
9.5,10,7,0.073,67.5,ads,none,desktop,8,161.74
8.43,6,4,0.081,57.0,organic,silver,desktop,2,98.74
16.53,14,10,0.105,43.4,email,gold,tablet,3,185.56
13.39,12,2,0.144,42.6,organic,silver,desktop,6,138.04
6.8,11,6,0.079,34.3,organic,none,tablet,2,118.34
15.58,9,6,0.062,69.7,organic,none,mobile,5,168.33
17.69,8,3,0.057,47.0,organic,silver,mobile,3,115.67
8.03,14,5,0.048,44.1,email,silver,mobile,6,159.34
7.86,11,5,0.029,70.5,organic,none,mobile,5,143.95
13.63,13,2,0.0,75.1,organic,silver,desktop,5,176.07
12.48,9,2,0.024,58.8,organic,silver,mobile,2,100.85
17.91,8,4,0.172,55.2,ads,none,desktop,4,136.88
4.59,7,9,0.058,55.8,email,none,desktop,5,142.88
14.58,10,5,0.103,61.6,social,none,tablet,6,163.25
10.86,15,4,0.068,68.0,social,silver,mobile,4,152.9
11.55,15,4,0.112,73.6,ads,none,mobile,7,179.6
11.1,22,1,0.168,50.9,social,none,desktop,4,181.57
1.62,11,5,0.0,62.2,organic,silver,mobile,5,133.5
18.9,10,3,0.119,72.6,ads,none,mobile,5,166.99
12.86,10,5,0.073,39.6,organic,none,mobile,7,136.83
12.53,10,2,0.025,53.0,organic,gold,mobile,3,127.35
12.73,11,7,0.171,68.8,social,none,desktop,7,163.95
8.42,12,7,0.132,88.8,ads,none,desktop,7,173.64
3.13,11,3,0.14,56.4,organic,none,desktop,3,110.45
10.01,10,10,0.145,10.7,organic,none,desktop,3,115.17
8.91,15,3,0.048,32.9,social,none,mobile,3,96.28
16.06,15,4,0.099,66.5,social,gold,mobile,5,176.95
4.64,7,5,0.109,79.6,organic,silver,tablet,3,138.69
16.58,9,4,0.089,86.0,ads,none,desktop,6,158.06
11.92,8,2,0.13,80.0,organic,silver,mobile,3,142.85
7.86,8,3,0.105,80.9,email,silver,mobile,2,132.47
14.7,15,6,0.105,64.0,social,none,mobile,3,177.42
10.78,18,6,0.097,71.7,email,none,mobile,8,192.85
2.81,11,2,0.126,55.8,organic,silver,desktop,6,133.66
15.77,9,3,0.117,100.0,organic,none,desktop,9,160.59
11.07,12,3,0.191,50.8,ads,none,mobile,3,117.49
15.51,8,3,0.136,32.9,organic,gold,desktop,4,136.38
7.22,15,5,0.121,78.7,email,none,mobile,5,172.51
13.38,4,4,0.067,71.1,email,none,mobile,1,110.91
11.12,10,7,0.132,60.4,social,gold,desktop,5,168.59
17.8,11,3,0.136,62.0,email,gold,desktop,4,165.62
10.12,16,3,0.029,53.1,email,silver,desktop,3,146.95
13.45,14,3,0.037,62.2,social,none,mobile,3,150.77
10.02,14,4,0.109,64.4,social,gold,tablet,2,138.03
12.47,13,1,0.09,62.4,ads,none,mobile,4,128.49
8.95,10,9,0.08,63.5,ads,silver,mobile,4,138.17
25.15,9,4,0.166,75.6,email,gold,desktop,2,169.05
9.19,11,4,0.106,58.6,ads,none,tablet,2,109.28
13.98,5,3,0.023,71.3,ads,none,mobile,5,131.25
14.47,6,4,0.105,65.1,ads,none,desktop,3,123.43
10.8,11,2,0.113,37.6,ads,none,desktop,4,114.72
15.97,10,5,0.04,86.2,email,silver,mobile,6,167.52
12.82,11,4,0.045,42.1,organic,none,tablet,4,112.3
17.16,15,5,0.01,32.8,organic,none,mobile,4,143.38
2.09,7,7,0.13,43.1,email,silver,desktop,2,123.86
9.09,9,2,0.058,71.6,organic,none,mobile,4,126.14
16.17,8,6,0.09,67.4,organic,silver,mobile,7,159.54
5.56,13,3,0.032,68.9,organic,silver,mobile,3,143.93
18.79,9,6,0.096,29.7,email,silver,mobile,6,149.21
7.9,8,8,0.117,50.6,organic,gold,mobile,3,160.86
18.46,11,4,0.027,23.5,ads,silver,desktop,2,133.17
6.19,14,4,0.026,33.4,email,silver,mobile,4,134.72
13.68,9,1,0.111,55.0,organic,gold,mobile,6,164.98
11.34,8,4,0.096,22.5,ads,none,mobile,2,98.48
3.82,7,10,0.073,67.4,organic,none,mobile,6,150.49
18.78,14,7,0.189,68.4,organic,none,desktop,5,177.11
11.79,7,4,0.078,63.1,organic,none,mobile,3,115.84
6.71,14,2,0.125,72.4,email,silver,mobile,6,166.68
16.4,15,3,0.151,24.1,organic,silver,desktop,3,141.98
14.19,6,2,0.097,57.3,ads,none,desktop,5,127.36
15.7,9,3,0.018,57.4,social,none,tablet,1,123.6
10.5,9,3,0.189,94.2,organic,gold,desktop,2,163.36
14.02,21,4,0.139,56.3,social,none,desktop,10,201.4
7.34,7,6,0.054,56.7,social,silver,mobile,2,106.17
6.61,6,6,0.118,46.5,ads,silver,desktop,3,112.37
18.36,7,3,0.019,59.5,email,silver,tablet,5,138.31
9.08,7,2,0.102,70.0,ads,gold,mobile,2,138.69
10.11,6,6,0.104,77.6,social,none,mobile,6,141.08
18.59,11,1,0.154,35.5,email,gold,tablet,6,166.97
21.85,11,4,0.145,59.0,organic,none,mobile,4,163.41
13.85,9,6,0.05,61.8,organic,none,desktop,5,130.33
17.02,7,4,0.087,58.3,ads,silver,mobile,6,136.13
7.05,12,1,0.114,81.5,email,silver,mobile,5,122.68
15.8,11,2,0.13,57.2,organic,silver,desktop,3,126.4
10.22,12,3,0.076,94.0,ads,silver,mobile,6,152.52
6.3,14,8,0.124,27.4,ads,none,mobile,5,135.6
10.79,10,5,0.099,50.6,social,silver,desktop,3,131.78
17.98,12,5,0.13,52.7,social,none,mobile,5,160.15
7.05,8,0,0.107,93.2,organic,none,mobile,3,106.09
10.49,8,4,0.124,68.4,organic,none,tablet,2,129.77
1.0,13,7,0.156,68.2,organic,none,mobile,4,128.69
18.81,13,6,0.113,62.5,social,silver,desktop,2,180.47
13.93,8,4,0.112,64.6,email,none,mobile,9,158.41
10.21,17,4,0.097,33.6,organic,silver,mobile,7,168.34
9.56,9,4,0.0,63.4,organic,none,desktop,4,112.77
7.68,5,2,0.107,56.5,email,gold,desktop,3,109.99
5.44,16,4,0.059,55.1,email,silver,desktop,5,178.06
8.63,11,5,0.106,78.1,organic,silver,desktop,4,152.22
16.37,12,3,0.169,43.6,organic,none,desktop,3,159.37
21.44,11,7,0.084,56.7,ads,none,mobile,4,166.38
12.2,11,4,0.098,58.6,social,gold,desktop,5,174.82
16.31,12,2,0.059,42.4,email,none,desktop,7,176.14
6.05,7,7,0.074,73.3,email,gold,desktop,4,180.49
17.35,9,8,0.13,70.3,ads,none,desktop,6,169.72
16.53,7,6,0.078,54.5,social,none,mobile,3,139.75
15.39,11,9,0.0,55.7,organic,none,mobile,7,152.85
14.77,8,4,0.118,59.3,organic,none,mobile,6,133.92
11.66,9,3,0.005,69.5,social,none,tablet,2,103.98
7.18,15,2,0.04,41.5,organic,silver,mobile,7,154.06
17.26,7,4,0.085,78.8,ads,silver,tablet,7,155.53
16.35,11,5,0.134,59.4,email,gold,desktop,4,177.66
11.28,8,5,0.126,45.7,organic,silver,desktop,3,137.56
9.38,13,4,0.126,93.7,ads,none,mobile,4,181.11
4.97,17,2,0.014,93.5,organic,gold,desktop,3,138.79
4.63,11,4,0.087,64.0,ads,none,mobile,2,118.86
6.85,13,7,0.081,75.5,email,silver,mobile,4,153.65
4.18,15,7,0.104,69.4,organic,none,tablet,3,134.32
1.0,7,2,0.111,80.2,organic,gold,desktop,3,111.41
13.58,13,4,0.114,64.9,organic,none,mobile,3,127.81
19.29,13,5,0.132,60.9,organic,none,mobile,6,160.62
16.18,8,7,0.068,25.6,ads,gold,mobile,5,144.5
11.1,10,4,0.149,54.7,social,silver,desktop,4,114.48
11.26,7,2,0.078,75.0,social,silver,desktop,7,148.65
5.12,12,3,0.168,72.8,ads,silver,tablet,9,163.3
15.61,5,4,0.02,100.0,organic,silver,desktop,3,126.39
8.79,9,3,0.077,55.4,social,gold,desktop,6,137.5
20.26,7,4,0.103,26.0,ads,silver,mobile,2,123.79
9.51,10,4,0.181,77.3,organic,silver,mobile,8,158.19
6.59,6,3,0.099,71.3,ads,gold,tablet,3,116.17
6.79,9,2,0.079,80.2,organic,none,mobile,2,120.62
14.11,9,4,0.134,37.8,email,silver,mobile,10,152.1
9.02,7,3,0.003,78.9,social,silver,tablet,3,76.43
12.37,7,6,0.116,26.1,social,silver,desktop,9,138.72
8.25,4,2,0.164,41.5,social,gold,desktop,4,134.27
1.91,10,9,0.153,68.5,organic,none,mobile,7,147.71
14.64,11,3,0.132,64.8,organic,none,desktop,3,135.03
18.5,5,3,0.114,46.4,organic,none,desktop,4,109.67
18.28,10,4,0.105,80.7,organic,none,desktop,8,192.58
6.34,10,2,0.03,63.3,email,silver,desktop,4,128.71
25.1,12,4,0.097,32.4,ads,silver,mobile,3,140.73
12.25,4,4,0.127,55.9,organic,none,mobile,2,113.81
1.28,10,2,0.106,53.1,organic,none,desktop,7,119.76
1.35,6,3,0.072,15.7,ads,gold,mobile,5,98.74
11.86,12,9,0.151,91.8,social,gold,mobile,4,202.75
12.31,10,4,0.005,45.2,ads,none,desktop,7,127.23
12.12,7,5,0.147,63.8,social,none,desktop,6,136.41
1.16,11,2,0.084,34.1,organic,none,mobile,7,131.6
12.62,6,6,0.051,93.9,email,silver,mobile,3,137.32
6.46,10,3,0.051,99.8,social,silver,mobile,7,162.09
5.99,13,2,0.085,60.5,ads,gold,desktop,5,154.55
13.18,9,5,0.035,36.6,organic,silver,desktop,3,102.22
9.73,13,5,0.04,45.4,ads,none,tablet,3,108.75
6.15,14,4,0.068,80.2,email,none,desktop,8,165.67
16.04,10,8,0.09,63.3,organic,none,desktop,5,142.65
12.88,6,3,0.058,65.8,email,none,mobile,3,118.27
17.25,8,4,0.107,88.3,ads,silver,mobile,7,166.2
2.53,10,3,0.161,71.6,ads,none,desktop,4,129.72
9.06,6,3,0.105,91.8,email,silver,mobile,2,126.87
10.81,8,4,0.078,34.3,email,none,desktop,5,137.83
9.13,12,6,0.0,71.8,social,none,desktop,4,144.0
8.04,6,5,0.126,70.5,email,silver,mobile,4,128.55
20.86,10,4,0.026,73.3,social,none,mobile,3,158.92
1.6,14,7,0.058,59.6,organic,silver,mobile,6,139.61
9.39,14,2,0.134,40.1,email,silver,desktop,5,153.42
23.34,9,5,0.074,42.2,organic,silver,mobile,7,166.35
13.34,10,3,0.0,80.0,organic,gold,mobile,6,134.78
9.13,6,9,0.025,62.2,organic,gold,mobile,3,133.83
12.97,13,7,0.052,40.4,organic,gold,mobile,4,169.08
13.54,10,5,0.117,52.2,social,silver,desktop,5,131.41
5.21,12,3,0.125,44.4,organic,silver,mobile,10,150.13
17.04,9,4,0.062,37.1,social,gold,desktop,4,151.99
19.77,10,5,0.141,74.2,email,none,mobile,3,170.37
7.42,13,3,0.067,43.4,social,none,mobile,4,99.66
19.88,17,4,0.071,33.1,organic,none,desktop,5,151.26
17.13,7,4,0.12,65.7,ads,none,mobile,7,148.48
9.86,7,5,0.129,76.5,organic,silver,mobile,1,129.63
11.26,12,0,0.062,84.4,social,silver,desktop,7,167.09
18.51,12,4,0.072,61.0,organic,none,desktop,1,136.59
9.74,13,6,0.043,35.5,social,silver,desktop,8,157.19
14.2,12,3,0.057,53.5,social,none,mobile,4,125.67
14.48,7,4,0.103,67.5,organic,silver,mobile,3,126.63
5.21,7,3,0.065,88.4,organic,gold,mobile,2,126.6
4.97,6,1,0.024,71.2,organic,none,tablet,3,83.28
17.9,5,4,0.116,52.2,organic,gold,mobile,6,168.1
17.52,8,1,0.064,51.5,email,silver,mobile,2,128.6
14.17,11,6,0.119,53.6,organic,none,desktop,3,142.02
20.95,10,5,0.02,35.2,social,silver,desktop,5,160.75
11.99,8,4,0.143,65.1,email,gold,mobile,3,159.87
20.37,9,7,0.074,55.5,social,gold,mobile,5,161.81
2.39,11,7,0.206,80.2,ads,silver,mobile,8,157.51
9.73,10,3,0.118,76.3,email,none,mobile,7,142.07
10.41,12,7,0.169,52.8,ads,none,mobile,5,155.02
12.56,6,2,0.066,92.8,ads,silver,desktop,7,140.96
10.65,15,7,0.113,37.9,ads,none,mobile,5,138.39
13.81,14,7,0.08,53.1,organic,none,mobile,5,178.38
16.29,10,6,0.09,57.2,organic,gold,mobile,3,161.54
1.0,15,4,0.073,55.7,ads,none,desktop,4,103.11
15.13,6,4,0.02,67.5,social,none,mobile,5,113.22
15.88,5,2,0.115,58.8,social,none,desktop,2,140.06
9.19,10,9,0.063,69.4,organic,none,desktop,4,134.97
12.52,9,7,0.081,53.7,email,silver,desktop,5,148.11
6.04,12,7,0.128,64.5,ads,silver,mobile,4,139.8
3.82,10,1,0.077,100.0,ads,none,mobile,2,118.96
13.92,13,5,0.064,78.1,ads,none,tablet,4,167.74
1.0,9,4,0.017,55.1,social,none,desktop,4,109.6
16.44,12,5,0.084,60.8,organic,none,desktop,2,130.73
1.0,7,3,0.092,45.5,ads,gold,tablet,6,127.58
13.9,9,3,0.081,34.3,organic,none,mobile,5,114.01
12.72,9,5,0.066,53.0,email,none,desktop,5,121.15
13.22,10,2,0.17,59.2,organic,none,mobile,3,155.19
20.59,9,10,0.169,62.0,organic,none,tablet,4,172.36
2.86,10,1,0.062,37.5,ads,none,mobile,2,70.44
10.47,9,3,0.054,89.0,social,none,mobile,4,115.43
14.12,13,1,0.091,54.4,organic,none,mobile,5,176.89
4.43,7,5,0.082,35.1,organic,none,tablet,7,110.97
14.02,8,3,0.122,44.1,email,none,tablet,5,148.45
30.97,8,2,0.073,75.2,organic,none,mobile,7,192.48
8.81,10,3,0.127,75.6,organic,gold,tablet,3,134.61
12.69,15,10,0.106,62.9,social,gold,mobile,4,190.52
13.05,9,4,0.0,60.0,ads,silver,desktop,4,142.34
3.81,7,5,0.0,58.3,email,none,mobile,7,109.88
7.19,11,4,0.048,73.3,organic,none,mobile,7,145.21
12.38,10,3,0.09,80.0,social,silver,mobile,4,158.8
14.04,9,10,0.029,36.8,ads,gold,desktop,5,178.65
20.69,14,5,0.088,53.9,ads,none,mobile,3,141.75
6.21,12,7,0.099,66.4,social,none,mobile,6,172.7
14.42,15,7,0.126,37.1,ads,gold,desktop,6,178.33
16.17,13,4,0.146,56.9,ads,gold,desktop,6,173.56
12.42,10,5,0.06,84.5,ads,silver,mobile,3,154.62
11.08,10,6,0.021,75.0,organic,gold,desktop,7,157.52
8.95,12,4,0.0,60.3,social,none,desktop,4,143.44
9.43,6,4,0.129,35.8,social,none,mobile,7,119.67
18.99,15,3,0.095,77.9,organic,silver,desktop,3,162.71
19.76,7,8,0.05,100.0,ads,silver,mobile,4,172.34
18.58,5,5,0.255,28.3,social,silver,mobile,5,141.78
16.24,10,3,0.118,5.0,social,none,desktop,4,106.4
11.32,7,3,0.063,54.7,ads,silver,mobile,6,136.45
9.02,8,6,0.001,38.4,ads,silver,mobile,3,107.97
11.35,9,3,0.088,46.5,social,none,desktop,3,117.68
11.71,6,8,0.084,38.1,ads,none,desktop,4,117.38
1.0,15,5,0.068,55.9,organic,gold,desktop,4,143.35
17.17,11,2,0.0,69.1,email,none,mobile,8,152.41
16.32,8,2,0.11,85.0,social,silver,mobile,6,172.78
16.14,14,8,0.097,59.3,ads,gold,mobile,5,179.21
11.83,14,1,0.054,61.0,social,none,desktop,8,176.25
11.6,13,3,0.11,22.7,ads,gold,desktop,5,157.33
9.33,9,3,0.0,43.5,ads,silver,desktop,5,114.34
14.93,17,3,0.007,65.3,organic,none,mobile,5,176.06
11.51,6,4,0.097,89.4,organic,gold,mobile,4,154.57
15.74,8,1,0.063,75.5,social,gold,tablet,5,148.81
14.99,10,3,0.087,74.6,email,silver,tablet,2,143.26
14.33,8,3,0.066,66.7,email,none,desktop,4,120.56
11.52,10,5,0.13,35.5,ads,silver,mobile,5,136.02
13.58,9,4,0.0,42.0,organic,none,mobile,7,127.22
8.55,12,4,0.073,66.0,ads,none,mobile,6,126.84
9.84,18,4,0.088,52.6,social,none,tablet,6,163.5
20.38,13,5,0.018,96.9,email,none,mobile,2,179.96
4.09,14,6,0.0,58.8,email,none,mobile,8,145.98
16.29,12,4,0.124,53.8,ads,none,desktop,5,145.48
7.92,10,3,0.115,52.3,organic,silver,mobile,5,142.04
8.04,11,9,0.128,71.8,social,gold,desktop,1,147.44
2.34,13,3,0.13,84.6,ads,silver,desktop,4,140.83
13.7,12,4,0.079,76.6,ads,silver,desktop,3,147.06
23.81,6,3,0.026,71.0,social,silver,desktop,2,143.08
22.58,13,4,0.242,61.2,organic,gold,desktop,5,195.81
4.74,10,8,0.157,25.5,organic,silver,mobile,4,122.96
12.58,11,8,0.023,58.9,organic,none,mobile,2,140.19
12.56,5,3,0.054,37.9,email,none,mobile,4,97.07
6.58,6,2,0.164,88.2,social,none,desktop,8,132.46
10.24,9,7,0.105,41.8,ads,gold,desktop,2,147.32
14.83,11,4,0.049,53.4,ads,gold,desktop,9,182.1
15.85,10,4,0.059,61.9,ads,silver,mobile,4,135.82
7.44,9,5,0.079,64.8,email,gold,desktop,3,136.69
10.46,11,6,0.0,62.2,email,gold,desktop,6,158.52
17.6,8,6,0.0,100.0,organic,none,mobile,5,162.65
10.91,13,7,0.044,58.1,social,none,desktop,5,144.34
11.65,12,1,0.113,42.9,email,silver,mobile,4,135.08
17.16,15,3,0.029,56.7,ads,none,tablet,7,161.87
20.39,12,4,0.115,89.1,ads,silver,mobile,1,175.66
23.49,4,4,0.011,80.5,organic,silver,mobile,3,137.84
7.87,10,7,0.009,53.3,social,none,mobile,3,118.56
27.62,10,3,0.141,64.3,organic,none,mobile,2,177.57
2.78,11,1,0.111,64.7,ads,none,mobile,5,100.07
10.66,6,3,0.106,43.5,organic,none,mobile,3,89.43
14.53,12,5,0.081,99.6,email,none,mobile,5,173.69
13.29,10,3,0.067,75.8,ads,none,tablet,6,134.18
10.68,9,3,0.105,100.0,organic,gold,desktop,5,160.92
12.67,8,4,0.136,78.6,social,none,tablet,9,172.6
10.14,10,5,0.09,80.4,email,gold,mobile,4,156.66
9.86,12,2,0.074,33.5,social,silver,mobile,3,116.03
9.83,12,9,0.072,9.7,social,silver,desktop,7,151.91
12.69,14,6,0.05,69.5,social,none,mobile,3,154.19
12.41,10,4,0.026,42.0,ads,gold,desktop,4,121.99
1.0,10,7,0.015,25.1,organic,silver,tablet,2,98.8
6.77,11,6,0.0,61.4,organic,none,desktop,6,148.6
13.28,17,8,0.105,36.6,ads,none,desktop,4,146.64
3.02,9,6,0.095,43.9,ads,silver,desktop,7,141.84
8.99,10,3,0.093,45.0,social,silver,desktop,7,129.91
6.83,8,3,0.099,84.5,ads,silver,tablet,3,147.35
12.83,8,5,0.139,80.2,organic,gold,mobile,4,152.86
5.92,7,3,0.085,60.8,social,silver,mobile,4,100.77
1.0,6,4,0.0,52.8,organic,none,mobile,5,85.36
6.56,10,4,0.143,58.8,organic,none,mobile,7,135.25
13.82,7,2,0.064,42.5,ads,gold,tablet,6,125.49
15.54,7,6,0.053,56.3,organic,none,mobile,4,123.02
4.27,7,2,0.041,50.0,ads,silver,mobile,3,83.81
9.76,13,1,0.116,65.3,social,none,desktop,1,108.96
14.6,7,5,0.11,68.3,social,none,mobile,4,117.76
8.83,14,4,0.064,58.4,organic,none,mobile,2,123.18
3.5,13,1,0.187,55.5,social,none,mobile,2,96.39
1.35,7,2,0.016,35.8,organic,none,tablet,4,85.49
3.82,12,1,0.147,54.7,ads,silver,mobile,4,119.92
13.72,10,1,0.119,88.5,organic,none,mobile,3,147.9
10.28,10,4,0.085,76.6,ads,silver,mobile,4,137.01
16.48,12,6,0.0,61.3,social,gold,desktop,4,165.63
6.91,9,7,0.097,95.2,organic,gold,mobile,2,137.62
8.9,5,1,0.047,66.1,social,silver,desktop,4,105.27
6.45,14,2,0.119,39.5,email,silver,mobile,3,116.35
3.03,11,1,0.0,43.5,ads,silver,mobile,5,118.22
12.45,6,7,0.146,86.7,email,silver,desktop,4,183.14
16.75,9,7,0.183,31.8,social,silver,tablet,2,144.15
2.98,13,8,0.139,80.3,organic,silver,mobile,6,157.34
